1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
03274650,03274750,03274950,03276000,03276500,03276700,03302220,03302300,03302680,03303400,03322011,03322500,03322900,03323000,03323500,03324300,03324500,03325000,03325311,03326000,03327500,03327520,03328430,03329000,03329400,03329500,03329700,03332300,03332400,03333450,03333500,03333600,03335000,03335700,03339108,03339280,03339500,03340000,03341000,03342150,03348020,03348130,03348350,03348500,03349000,03349500,03349700,03350000,03350100,03350700,03351000,03351400,03352200,03352500,03353000,03353500,03355000,03357000,03357350,03358000,03359000,03359500,03360000,03360500,03362500,03363500,03363900,03364000,03364200,03364500,03366200,03371500,03371520,03371600,03371650,03372000,03372300,03373200,03373500,03373530,03373700,03375800,03376260,04095300,04096100,04099750,04099808,04099850,04100377,04177720,04178000,04180000,04182590,05515400,05516000,05517000,05517500,05517530,05517890,05519500,05521000,05522500,05523000,05523500,05524000,05536179
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRELATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.948094018347259,0.948094018347259,0.851747320040021,0.910409286926678,0.901524967626018,0.718674904803668,0.691019815674868,0.698598142616092,0.683846046672582,0.647233348151634,0.669305151488535,0.843365946168782,0.832752540400235,0.71961643910298,0.785836092444129,0.83615095528327,0.803509535656527,0.802646361378918,0.91540421304613,0.833839617555981,0.798174974662423,0.820410303271438,0.742019154661402,0.756961243302494,0.707602750880262,0.762797448477276,0.778791738341669,0.707287936203445,0.71908804883176,0.823713244492508,0.820785343403177,0.809331009546553,0.782820780088187,0.726426585340878,0.738668020683664,0.786874133353255,0.803015283543826,0.617991990444746,0.701645937701664,0.732822483426925,0.88144373535349,0.905340542197324,0.879707205574861,0.905282373617575,0.894153877965449,0.776050018374945,0.807256226423029,0.863162095847554,0.828843392519768,0.8699047808498,0.84179148449727,0.890561577741851,0.844368557571454,0.8438472327585,0.845068774205889,0.838663551197056,0.768897827359135,0.804619852010433,0.804436513939386,0.832120090012403,0.775413330559365,0.767433537043472,0.768383545050915,0.767713121038808,0.868089969009814,0.873489663885522,0.850120877654366,0.866166051059617,0.816664289507877,0.805760419952282,0.699165911044669,0.787784293987138,0.730882320118652,0.684683282614098,0.789344443099847,0.814104357072257,0.760705111789734,0.82348482591793,0.728777324905464,0.710036494374032,0.70272867183169,0.649629210519159,0.6744333377437,0.642999840881672,0.568288840088197,0.641364960664693,0.611521874556891,0.552033762648762,0.674091534780657,0.712966601077093,0.712356675417296,0.716950181772181,0.731952918160403,0.515139359289867,0.711778289554876,0.657930492219623,0.624132556827814,0.612622738345984,0.607872130448622,0.597369244154126,0.690288985129108,0.697136963576719,0.712506159708703,0.666974184908217,0.706040127417284,0.604082984756582
0.85174732004002,0.886738701270475,0.886738701270475,0.9268645967224,0.908129300963655,0.720176035352086,0.684305282435284,0.69291804146121,0.677077493802747,0.626783012638488,0.660250792561155,0.827675767015964,0.822209589665323,0.746644011045442,0.768337523260685,0.817896788025687,0.784239077996869,0.784861030042329,0.899836519551356,0.85415541056097,0.783599456036145,0.80418233085194,0.732369022039183,0.753680643086222,0.704742961738009,0.769446067943185,0.787040950869002,0.704748457887706,0.706272458166717,0.823087797234316,0.817862760470415,0.802918078060207,0.792302613847223,0.715056132889692,0.740613173068009,0.814516643365255,0.813885036021846,0.646440610552609,0.733140619694257,0.747039130941718,0.884550756613857,0.926223480467156,0.875638126757013,0.904557857590921,0.904675974429324,0.772677373508285,0.810052252978788,0.870220681666928,0.83751898853943,0.886598683094571,0.863719448645722,0.891072340877119,0.869262231040717,0.866778219076692,0.867859215392871,0.858395927468363,0.822568481473358,0.818995166947657,0.802739527382452,0.83447317080632,0.80553503451391,0.81370275998642,0.791387705213333,0.77907249747022,0.882730963468963,0.897642897873592,0.878919264580866,0.897237246688285,0.837831569641803,0.817772565332672,0.694979567180389,0.817366336175996,0.719488197791803,0.689823220870853,0.815959854179275,0.800469237647738,0.762491117075495,0.838830461151763,0.738394570891331,0.7085513746546,0.70660982943687,0.643783116992648,0.678109993923061,0.617510588583306,0.543796015055621,0.655946056099143,0.607168893743481,0.567605038271049,0.695252147241605,0.696392883273255,0.702575743319778,0.704139210811691,0.699678058957937,0.520014811805124,0.644175404837576,0.660587562709113,0.646698011425477,0.639964065542111,0.618340220067506,0.515255334744992,0.695837878090167,0.70612877285,0.68472260971799,0.637848134974003,0.678135269862515,0.610841049835019
0.910409286926678,0.926864596722401,0.901302580233773,0.901302580233773,0.914861589659283,0.787168806056328,0.768079246756473,0.765448108289524,0.744464249892627,0.70171984899711,0.757117987392283,0.746977774044384,0.740981133208928,0.653842076210651,0.718338797355679,0.75077496571391,0.7328275667273,0.733297967730149,0.841293400077015,0.700376027377573,0.733237193280784,0.74850644282527,0.696848028448482,0.713733841643275,0.694581479248187,0.722165169338468,0.733882812423191,0.674361337181227,0.66916095702276,0.753768827182799,0.753717485132201,0.756569961124549,0.719858189402104,0.683585336328722,0.710316840210179,0.803627511944593,0.769084459168895,0.694172784545527,0.739859900274132,0.77925870868369,0.793776042334186,0.823822503086403,0.805282941872918,0.806805979878162,0.825816019620534,0.706850582751049,0.767026674455717,0.807764712268592,0.800619040902257,0.824312282386201,0.82856190290841,0.835277278207653,0.830372825691499,0.834253702005515,0.842928822997401,0.836273126896426,0.844735315635147,0.82053395016313,0.800333067918335,0.827950658393548,0.785430518644006,0.773573057503678,0.78889207644959,0.802736944689624,0.857940096170579,0.896779232361278,0.864916885046794,0.867527331339029,0.858318969651035,0.853293261616781,0.766947402568127,0.816497465750811,0.790743537011695,0.776150871466734,0.858052249150119,0.813727690572244,0.79934805788872,0.829062801733802,0.788564556797064,0.782943797133001,0.780661370995139,0.713008650848345,0.749049212426573,0.628653645707393,0.579871704211571,0.620020824095772,0.643338598040187,0.60702544089354,0.718096762382744,0.678540471108102,0.684343789283296,0.66138414230153,0.671421018594925,0.459877839619874,0.643363474878471,0.614333324751327,0.611972405637608,0.602467622316731,0.598315088489412,0.63726221239772,0.653873005331959,0.651106085054783,0.673117449611246,0.616160930323228,0.64684331466475,0.741313353120274
0.901524967626018,0.908129300963655,0.914861589659283,0.982065760644427,0.982065760644427,0.801795179353558,0.751088297198078,0.717285826675977,0.803197909122076,0.707897012694789,0.709861889510052,0.819585122830627,0.828442217849887,0.819644339962908,0.823792607300481,0.825907112126252,0.809116828909035,0.816545399655134,0.880710636258238,0.858576392754965,0.826411772841707,0.68954524904475,0.547695465039963,0.820327990299001,0.588628536092299,0.817586423470165,0.797955692739693,0.771147292311377,0.749927589267861,0.767359650287223,0.795576115846191,0.770878208171852,0.786501950653616,0.790411460070371,0.66469958559521,0.804347519851481,0.836966343124942,0.835180257663643,0.831194431163418,0.737621864824459,0.789194542595697,0.827929071665635,0.797867204305212,0.883018668222427,0.878876243841648,0.800779211371065,0.807928652803506,0.849029607659255,0.81439175838105,0.814197645003414,0.864825760554993,0.840450192246036,0.881667965359342,0.879389575221683,0.880890212176443,0.870236617571665,0.82743436292712,0.823348643802628,0.683014913768556,0.857291525256686,0.838190219057491,0.831652927352005,0.820262003223526,0.815729901409952,0.911871943092484,0.942320735108074,0.903714658387285,0.921792835577226,0.896297140866134,0.902075912737519,0.732926079524084,0.884761830795531,0.769565100043767,0.837816464356612,0.860601357372028,0.870677612342311,0.758474709871421,0.841584511893586,0.880699154791868,0.834137838358191,0.821223708270632,0.682097478077713,0.732323728643122,0.581396106349536,0.529961307829859,0.775200051377194,0.756785128607223,0.726233498137185,0.743922885288853,0.787816196607411,0.755666891434999,0.763891823543245,0.736771134034501,0.424643681895329,0.716137263333194,0.691181023383258,0.672064976648618,0.628251664616407,0.54953034037639,0.639745012922662,0.728836177140942,0.731610982880444,0.726780343716405,0.725241714552942,0.761784939107807,0.589233108890809
0.718674904803668,0.720176035352086,0.787168806056328,0.801795179353558,0.817726268559109,0.817726268559109,0.740697818922288,0.718625011406897,0.830102484215738,0.728879188872011,0.73525837503227,0.825887577491817,0.836271458133105,0.830273980085133,0.845673853063359,0.839672046358601,0.814637683701305,0.841570982107613,0.879085606011375,0.867984767726938,0.867113634556141,0.720354495925773,0.609342643041656,0.838868215378851,0.6047747483551,0.855343175669019,0.827726142915441,0.795604749150819,0.766685245251066,0.793951550509125,0.837539682430457,0.792803603138371,0.806806953696597,0.807840610166324,0.656284680865093,0.827373150682346,0.862782663049118,0.8589960453985,0.882296082253431,0.763802826699601,0.803204917296316,0.839335711079302,0.813784282567174,0.891500463733942,0.902618300135259,0.81972876578035,0.827462780497045,0.854851088046091,0.829650951032933,0.829646927797609,0.893696817818327,0.847648313921004,0.901559350781546,0.884482825914274,0.881492672929667,0.889595321689728,0.836448093170403,0.885842258088859,0.688877119609235,0.871745237522822,0.88609225380778,0.827665604845122,0.856151301057537,0.863410475483572,0.936884518333571,0.955090492182999,0.932767166803311,0.946017919454373,0.920398636933471,0.922689572898294,0.726743855671987,0.905908301576267,0.794760471342307,0.852499139403327,0.877685849218525,0.895291614434471,0.788822777194188,0.854563681734957,0.884340271197611,0.860050932570841,0.850630222186975,0.722743865298246,0.759160868818191,0.628722158700255,0.576204719744499,0.783527678885222,0.766398212820094,0.737830010584012,0.755459013917512,0.82777846427004,0.778048728710686,0.774643498225539,0.747257170078635,0.49799020458198,0.721924226896621,0.721427807663746,0.690087592323165,0.641018625650515,0.555981467372094,0.657554676323634,0.738688967145627,0.752443940014464,0.75591552115548,0.759770675170583,0.77778326568229,0.610741522386315
0.691019815674868,0.684305282435284,0.768079246756474,0.751088297198078,0.740697818922287,0.817524318391946,0.817524318391945,0.828037378527764,0.813516455664843,0.758103243289314,0.763232311958825,0.687478603429847,0.669922374716057,0.708818104953126,0.73130359387095,0.722578444406994,0.767837833787508,0.794764274334109,0.741241331238686,0.777793556023841,0.798910433018859,0.629872043196046,0.616285179867355,0.77313195073731,0.560726430174449,0.78269515485626,0.653825786622637,0.690169475120239,0.724192080514726,0.680614798394443,0.680188631598077,0.684903437102182,0.648193121427067,0.627956288593999,0.604747602184801,0.680355711387204,0.687140973896617,0.734224600502274,0.744293661860597,0.745011541633171,0.66290248617479,0.710336677110403,0.691949447122411,0.76431219781527,0.719353171808706,0.71776081255467,0.746330198635164,0.753453029554139,0.772059070294056,0.69516286650529,0.756269445654252,0.731151265249474,0.755332667195061,0.769460136701526,0.794754949388866,0.798467945876854,0.843733459228846,0.794089660367501,0.718572010146588,0.775468547910962,0.765741189584322,0.763782539054168,0.765966050527673,0.781658386076511,0.786400675838209,0.8111623217484,0.757009883872309,0.779820547094587,0.836317108323764,0.844437999155106,0.881406107661822,0.774873589026478,0.82832684977888,0.871249224809529,0.859525313038574,0.827823557948436,0.824234488410114,0.828134562502767,0.773699059306771,0.792368894803816,0.799133454465394,0.792958958589922,0.755298401534298,0.554655014575319,0.56587091882492,0.52910588594513,0.610237870555982,0.506120663551491,0.552307269060554,0.621901843178149,0.65881782542885,0.638333588009409,0.645923259394632,0.350567484273265,0.687895522177137,0.578050390190245,0.567330779199237,0.484403567128561,0.479099281193754,0.623321774872851,0.626514378874143,0.633880888125281,0.637363813606454,0.625680548878427,0.647974674869198,0.453020704752752
