PA_SITES,0142400103,01420500,01423000,01426000,01428750,01439500,01440400,01442500,01447500,01447720,01448500,01449360,01450500,01451500,01451800,01452000,01452500,01459500,01464907,01467048,01468500,01470500,01470756,01470779,01471000,01471980,01472000,01472157,01472174,01472198,01472199,01473120,01475510,01475850,01479820,01480300,01480675,01481000,01514000,01516500,01517000,01518500,01518862,01520000,01525500,01529500,01530500,01532000,01532850,01533950,01534000,01538000,01539000,01541000,01541308,01542500,01542810,01543000,01543500,01544500,01545600,01546400,01546500,01547100,01547200,01547700,01547950,01548005,01548500,01549500,01549700,01549780,01550000,01552000,01552500,01553130,01555000,01555500,01556000,01557500,01558000,01559000,01559700,01560000,01562000,01564500,01565000,01565700,01566000,01567500,01568000,01570000,01571500,01574500,01576754,01578400,01603500,01609000,01610155,01613050,01614090,01614500,01639000,03007800,03009680,03010500,03010655,03011020,03011800,03013000,03015280,03015500,03017500,03020500,03021350,03021500,03022540,03024000,03025000,03026500,03028000,03029400,03031950,03032500,03038000,03039200,03039925,03041000,03042200,03049000,03049800,03062500,03070500,03072590,03072840,03073000,03074300,03078000,03079000,03080000,03082200,03084000,03085956,03092000,03093000,03102500,03102950,03103000,03106000,03106500,03109500,03110000,03111150,03111500,04213000,04213075
0142400103,0,50.8062923,33.06990738,21.95480767,55.8998105,113.6868646,115.8128811,128.6755826,115.3626212,124.2148769,134.8483293,143.5567074,152.9807678,191.3822698,178.0207104,178.839314,168.8131196,198.2964094,224.1044762,234.0728017,185.6387978,183.6062663,187.6818319,224.4106043,217.8698474,209.9320709,200.8875293,233.4964439,241.7737363,199.1011497,204.2312914,222.8693639,249.1592486,248.2243695,268.0754195,244.9952899,238.613381,252.5346024,79.01050429,148.8149029,144.327539,171.6144538,195.9380687,183.9630902,196.6697548,171.6059224,121.4838804,129.9196659,69.92676445,79.72468823,69.73741576,136.2641171,141.3853906,331.9666984,335.2766787,303.4055444,257.8768633,260.8514223,270.8023625,213.9528161,212.8133595,263.2262739,263.7759985,262.0725728,265.3076298,243.3874743,247.104237,254.2822815,193.1016202,173.0953724,192.1468889,177.8711608,158.8900205,138.9813408,136.9008256,200.7843439,233.6454819,206.6449155,330.6941124,294.822011,306.7797805,311.1319186,375.8361507,358.1390475,359.0777301,328.0910096,257.9792524,243.3980516,286.3668708,273.3367084,277.4211781,293.9176849,284.5666857,302.6175105,244.795127,268.1120347,385.2205333,388.8621801,375.1706606,352.9687617,310.861877,330.0540281,316.2104527,238.6763638,267.1524694,252.2341398,231.1217562,255.8027041,280.3384528,309.3760022,332.1287941,350.2236162,313.8873686,366.9769517,360.2557044,367.1780889,392.3512607,390.6177094,385.6408991,281.9402098,289.9053678,340.5570232,343.2323946,332.9404198,366.0789112,382.7553756,382.5384466,352.8881554,353.8675607,397.1951223,429.0043563,484.8634751,459.7772985,459.6782797,475.9989404,488.777778,453.066493,436.9122746,416.881399,417.4483792,425.3218899,417.7721715,456.734798,493.6159624,491.1588461,423.1524244,450.0529508,447.5940782,420.3706461,414.2291203,474.6691593,504.0535983,479.6848093,516.8245494,426.2709027,410.0520296
01420500,50.8062923,0,38.50378614,61.32108204,58.62076832,87.3367736,94.53037512,107.7242852,105.132778,109.9350854,120.8010332,126.8704026,134.619155,173.9866634,163.7426389,163.7560182,147.535447,173.3953836,197.188413,205.432643,182.7817473,178.5571069,175.5010516,217.8730677,209.9394,193.8051115,191.0388732,215.8439808,222.5154032,179.6927693,185.9240276,199.1049688,224.8030649,225.5639377,248.660898,229.9502467,221.4291567,234.6167712,126.2809479,182.6533832,178.3579616,208.4144544,234.7275601,223.3294365,240.7979494,217.8808419,164.8794003,158.5377653,100.4150568,82.68215873,82.43877881,135.8149549,153.0010776,356.7033857,355.6952304,328.5817125,292.9877157,294.8287521,303.0645595,247.0025281,243.2844237,282.5718333,283.5192945,282.2907828,286.4625596,266.7650316,272.2350311,276.8687922,227.7286464,201.6893934,224.7778098,204.5571946,186.5479984,161.357605,154.6569112,218.8121121,251.2546154,210.1936997,349.0950085,316.5422065,327.594342,330.2781927,390.3120148,374.9833233,373.8472235,339.8610012,274.1714882,255.3191388,297.8635401,283.3395161,286.101961,300.5922289,287.7383878,299.1884566,234.7396889,255.0716878,398.6562163,400.5453013,385.8527928,363.7755933,314.9875355,337.0094247,316.969971,275.9788235,304.1064871,289.8759217,270.2747115,296.2002666,318.2428133,352.9051583,372.3635493,390.5025263,351.3719471,405.420867,402.0638775,408.8834949,430.7650757,430.239666,422.8357917,318.4022243,326.27576,374.7870105,372.2947525,363.6416499,392.4455374,399.4523445,403.1428814,372.8600975,377.4405788,426.9009869,456.3153367,502.6135885,477.6565368,479.2904666,499.6943799,511.3650834,472.6221702,451.9457265,433.0486602,436.1462693,445.6510939,443.5981788,484.3665933,528.3965461,527.3885828,459.9120071,487.5708252,484.7267724,450.6021188,447.0099736,506.4692859,533.8122702,505.4277229,544.4148691,466.2298872,451.3072994
01423000,33.06990738,38.50378614,0,54.00924245,76.30914842,121.821104,127.0987951,140.4381509,132.7227991,139.6582646,150.6353181,158.0418621,166.652244,206.0228071,194.2816478,194.6661369,180.9501293,208.4035208,233.0116735,241.8244752,207.7087348,204.6325748,205.1658755,245.049629,237.7801209,225.4392564,219.7019412,248.277519,255.6519767,212.6282957,218.4449857,233.8568729,259.8845782,260.0381642,281.9774072,261.3229825,253.6934544,267.2577224,110.4006321,181.7413652,177.2605296,204.6843046,228.9222218,216.9130939,228.6290417,202.7196612,153.9679966,162.056189,101.7459688,102.0629737,95.72058272,158.7832892,168.8614133,363.9618625,366.3517291,335.4433305,290.9426397,293.8868436,303.744201,246.9078593,245.5172304,293.8757522,294.5296142,292.9417044,296.4150562,274.9449007,279.0306844,285.6936966,226.1313905,205.4332553,225.0435828,209.8882853,191.007768,169.7869058,166.3708898,230.8321594,263.7239734,231.6708993,361.2533037,326.128781,337.8984181,341.8462177,405.3701673,388.3270744,388.6699523,356.6756167,287.7387186,271.7564353,314.7443485,301.1584401,304.7885809,320.603599,309.8470136,325.1044096,263.7963524,285.6521904,414.4529276,417.5427372,403.4943045,381.2894596,336.6166549,356.9536964,340.5974664,271.7181198,300.1982558,285.2544092,264.0421436,288.5418755,313.3298251,341.3032848,364.8248807,382.8997268,346.8923248,399.885144,392.6163817,399.5573413,425.2527407,423.3722337,418.6429629,314.997849,322.9639118,373.6172412,375.9104662,365.7888411,398.3940001,412.9422019,413.725763,383.8832248,385.6646708,429.977826,461.507209,515.4527603,490.3765752,490.7123703,507.9288516,520.4977904,484.0807929,466.6998338,446.9682037,448.2127039,456.4932879,450.0403546,489.2965316,526.6852443,524.193803,456.1715923,483.0176113,480.5867446,453.2155442,447.2519457,507.6508554,536.8802503,511.9776624,549.406099,458.9567037,442.5022788
01426000,21.95480767,61.32108204,54.00924245,0,42.1400848,104.8910999,104.7951015,116.9186116,100.3012717,110.165202,120.3232636,129.6764624,139.4339022,176.7083033,162.5305721,163.5974494,155.9604597,186.3006367,212.5713058,223.1584455,166.8416067,165.3697299,171.3796167,206.1408334,200.0131027,194.5756451,183.7285767,218.3822272,227.1244024,185.0118269,189.6825836,210.0789104,236.31413,234.7389057,253.2558454,228.934665,223.2941732,237.3338838,65.13469605,127.9312684,123.4648917,151.5863915,176.6539067,164.8645611,180.0339102,156.5920112,104.1848763,108.1757991,48.02706799,62.53015587,50.36077489,117.6457033,120.2967549,310.1955227,313.3307085,281.6484479,237.5947772,240.3014502,249.9108624,193.1126329,191.5188953,241.2741174,241.8216043,240.1179717,243.3610582,221.4913117,225.3013893,232.3641358,172.5566575,151.4739131,171.1696668,156.089614,137.1461792,117.0318944,115.166625,178.8916377,211.7404391,186.3472527,308.7430433,272.8938569,284.8356128,289.1775247,353.982174,336.2089873,337.2172191,306.4316707,236.1119276,221.838428,264.7755734,251.9057513,256.1246442,272.8293099,264.003921,283.2113003,227.2841358,251.2759701,363.4147153,367.164615,353.5585449,331.3642324,290.0869955,308.8667055,295.9614653,218.9826442,247.4006699,232.6746796,212.0558089,237.2824011,260.9102991,292.4890388,313.6318535,331.7613058,294.3650925,347.8284177,342.4883982,349.3662072,373.2123169,371.9223504,366.0958622,262.0641337,270.0139273,320.1668692,321.9038561,311.8462359,344.4589464,360.8240756,360.6021721,330.9384757,332.0346985,375.9956257,407.5133141,462.9097085,437.8235048,437.732574,454.2118535,466.930825,431.1195664,415.0180975,394.9568995,395.4936862,403.3854075,396.1277569,435.2925843,473.466005,471.3932074,403.5019304,430.6532901,428.0720592,399.2654596,393.5806452,453.863293,482.9160739,458.055811,495.400167,407.7320409,392.0575431
01428750,55.8998105,58.62076832,76.30914842,42.1400848,0,63.75294425,62.74438386,74.7785268,59.47385702,68.62002791,79.09928297,88.08432056,97.70416041,135.656594,122.1289876,122.9747655,114.0131749,144.2080926,170.4440063,181.0207299,131.6049355,128.8927681,131.8305826,169.5642308,162.6815048,154.0648816,145.3010179,177.6812681,186.0899663,143.6059165,148.5570554,168.1635169,194.4307739,193.0820663,212.350362,189.0988482,182.7614367,196.7086692,93.61136731,128.6343935,124.5918988,155.8327666,183.2289221,172.599298,195.2473345,176.616626,121.2494899,102.3515301,49.98254803,25.8071193,24.20462609,82.50876519,94.96174542,298.2296522,297.1002793,270.1883361,238.0710064,239.2746905,246.6488984,191.3966202,186.5582774,223.9884162,224.9195559,223.6769038,227.8425759,208.2689206,213.9400765,218.3005884,173.2618701,144.6898577,169.2275024,146.9243795,129.4190138,103.1610285,96.0401352,160.2356544,192.7556643,155.5419743,290.6356448,257.9240528,268.97965,271.7407152,332.5190423,316.7412952,315.969668,282.6475201,215.875982,197.8210327,240.6201433,226.4953472,229.7103954,245.0142943,233.6925104,249.0014852,189.3236155,212.3335647,341.1131335,343.4710054,329.0538529,306.8952832,260.5783994,281.4304916,264.2961607,222.6635353,250.2634953,236.6600255,218.5140869,245.2500469,264.959392,304.840288,320.5852964,338.6494701,297.5468062,351.9881869,351.6241442,358.2957457,377.1974997,377.6134766,368.4610529,264.1163382,271.8746766,318.9269721,314.5502669,306.3923908,334.1343525,341.2580351,344.5553908,314.2937614,318.8647308,369.219228,398.0869739,444.340433,419.351254,420.79546,441.0921314,452.74438,414.1293733,394.1064253,374.974398,377.718165,387.0915085,385.173344,426.1678943,472.3830156,472.1279296,405.1347086,433.1885572,430.1065438,393.0245461,390.2934255,449.2880259,476.0089275,446.9607785,486.1672021,413.7345851,400.0488897
01439500,113.6868646,87.3367736,121.821104,104.8910999,63.75294425,0,12.48607041,22.27738071,37.1091326,32.76414702,40.85299434,42.99088375,48.82492338,87.45103909,79.13236572,78.62937802,60.29828622,86.58524139,111.404858,120.7685502,107.4646298,101.1872566,91.81769999,136.7691212,128.0195763,107.4266565,108.4034326,128.8123762,135.2266871,92.54080764,98.95774884,112.1057394,138.0715338,138.4253921,161.3332836,143.5309623,134.4666076,147.4551161,154.8399198,167.1312827,164.0111718,195.4189044,223.3950901,214.6036036,243.3508508,229.5294247,174.704832,137.6757795,104.81698,57.1878547,72.4583573,71.71616148,103.548052,308.7150361,300.766443,282.5359434,268.3975493,267.646049,271.7667046,221.534641,212.9011028,229.3601449,230.8774283,230.479097,235.906867,221.2451944,229.3775976,229.2915411,207.5895976,172.57152,200.7341849,171.4039602,158.0517677,128.2977528,115.159148,168.71713,197.4725181,140.1023136,291.3679052,265.2830175,274.3856959,274.3812761,325.9372611,314.2022418,310.2792327,273.4151687,216.6574258,192.8765902,232.6021931,216.8072454,217.7956332,229.3569114,213.1400424,218.3293655,150.6272447,169.1540196,332.7582287,332.457775,316.8910083,295.4791247,240.5545665,264.9887666,239.2426991,257.5619376,283.0261514,271.3073719,256.7674606,284.1386146,298.6264209,346.9555708,356.1966924,373.7953321,329.144492,383.5032569,389.1936279,395.5044239,408.0078016,410.5609796,397.356959,295.370645,302.6199701,344.2229466,331.4391292,326.2599696,346.0196735,337.8196072,347.0400805,316.678412,326.7731911,385.5193618,409.8279808,440.4501216,416.0604742,420.0910046,446.2921913,456.0380574,413.4594446,387.0256182,369.9583209,376.4695081,388.1351217,394.8384293,437.8431156,494.9949699,497.2295069,432.4115768,461.2194909,457.5225278,409.6034408,411.1449249,467.3026448,490.2334701,455.2588229,496.7556982,446.497095,435.4648603
01440400,115.8128811,94.53037512,127.0987951,104.7951015,62.74438386,12.48607041,0,13.34388134,25.13584886,20.33636897,29.05706526,32.76892909,40.08878001,79.48457539,69.61404825,69.42791427,53.87887731,82.51605052,108.3169025,118.527899,95.623741,89.60480134,81.891565,126.14819,117.600428,99.27521465,98.13998051,121.505768,128.5982984,85.59179293,91.5901062,107.3903719,133.6309379,133.2291616,154.9013883,135.4201986,127.0324627,140.3920683,150.4560981,157.2305034,154.2694777,185.4483469,213.3499083,204.8699832,234.518817,221.8094271,167.4790081,127.6959543,99.09912289,51.23928508,67.21811824,59.2866526,91.58695457,296.2805976,288.2818664,270.1568156,257.0713813,256.1517774,260.0140309,210.3344223,201.4000148,216.8875057,218.4101613,218.022539,223.4666606,208.94902,217.1630067,216.9226328,196.8863251,161.4082269,189.7612445,159.9486024,147.0724332,117.2997173,103.8025933,156.3730134,185.0086388,127.9086008,278.9036529,252.8183471,261.9029307,261.89808,313.6738484,301.8058337,297.9727113,261.2155407,204.1737393,180.4472011,220.3060318,204.5528805,205.642193,217.437713,201.5424236,207.8343832,141.0707934,160.629359,320.5732673,320.4035503,304.8859475,283.4101627,228.9814303,253.1883104,228.1401795,246.7261156,271.8972035,260.4044471,246.3337738,273.7048827,287.554704,336.8259566,345.2293609,362.7533656,317.8156421,372.0951846,378.402962,384.6637351,396.5131839,399.2562586,385.716027,284.0700047,291.2588703,332.3766677,319.1700849,314.1225389,333.598229,325.4583,334.5688994,304.2030808,314.2990635,373.1989397,397.3865501,428.1447902,403.7271493,407.6886741,433.8104299,443.5730853,401.0545898,374.8195164,357.6630219,364.0671319,375.6907044,382.3708444,425.3953981,482.8897444,485.2612468,420.6223005,449.4645641,445.726184,397.2819401,398.9933453,455.0093183,477.8246788,442.7756682,484.2866127,435.1425515,424.3829707
01442500,128.6755826,107.7242852,140.4381509,116.9186116,74.7785268,22.27738071,13.34388134,0,26.54457929,16.46786731,20.28337888,20.73158441,26.99973238,66.26385909,57.01180815,56.63994441,40.57305122,69.65573603,95.71594267,106.2510081,86.03325006,79.4302089,69.59127661,114.497813,105.742632,86.11792576,86.13269686,108.2042958,115.2551907,72.25172906,78.28270117,94.27841717,120.5493768,119.9950577,141.5575315,122.2740568,113.7489582,127.0714932,159.7750475,160.0320182,157.3611729,187.9992703,215.673876,207.7637634,238.7389041,227.5457723,173.9861913,130.5497295,107.6172171,60.43577535,76.60285494,55.41611038,89.90802767,291.1452177,281.8352391,265.5619083,256.5606689,255.1904937,258.2731121,210.2505118,200.5476283,211.288768,212.9162887,212.7055659,218.3571234,205.0263557,213.6782208,212.489659,197.9794725,161.5956839,190.2845863,159.3798907,147.775027,118.1761037,103.9158418,152.2888064,179.6417739,119.3622248,271.9439858,247.320964,255.951419,255.4030549,305.231086,294.1293075,289.7457759,252.5288992,197.7762383,173.1789725,212.0804411,196.1424964,196.8195937,207.883567,191.2730765,196.0524832,128.5426506,147.6191474,311.8019781,311.187256,295.5289039,274.2529739,218.6543794,243.3256481,217.0589893,247.4012075,271.8522547,260.9036791,247.8435517,275.1610334,287.620617,338.7673626,345.4625162,362.7972736,317.206229,371.2214009,378.9934782,385.1403466,395.3841663,398.629474,384.1750474,283.5794121,290.600765,330.2303233,315.2467275,310.8645569,328.5680041,317.5283805,327.6928628,297.4331253,308.5558489,368.9249949,392.0991549,419.8655794,395.6030194,400.011875,427.1563538,436.5426756,393.3996639,366.1127939,349.3541926,356.4062642,368.4127994,376.7158847,420.0171335,479.6584001,482.5755007,418.5941875,447.5295955,443.6597196,392.9859438,395.6013289,450.8561318,472.8374502,436.6917925,478.5610222,434.3619508,424.2827058
01447500,115.3626212,105.132778,132.7227991,100.3012717,59.47385702,37.1091326,25.13584886,26.54457929,0,11.65141693,20.17608135,30.12638566,40.11604523,76.41379212,62.65809473,63.51412437,57.32228913,88.39414472,114.9553566,126.4711924,77.98164471,73.43981567,72.68068271,112.9412292,105.2998469,94.59822623,86.98493609,118.2634334,126.8460764,84.79034435,89.38211024,110.7141669,136.736679,134.6932142,153.031074,129.6950183,123.304518,137.2746511,136.2485354,133.6778833,130.9364489,161.7342584,189.4982549,181.4094478,212.1970693,201.1795836,147.9537302,104.1591616,83.53710934,38.90825689,54.49072807,35.44505244,66.48059144,272.054842,264.973718,245.6716974,232.0567333,231.0651581,234.8782032,185.4021866,176.3167619,193.0469157,194.4958107,193.9940902,199.3032684,184.231805,192.291156,192.4118539,172.3576689,136.5244241,165.0027883,134.8925916,122.3475037,92.60574815,78.83808135,131.8001537,161.07971,107.7399491,256.0653623,228.8549089,238.2419141,238.6684093,292.4569667,279.6716406,276.5028051,240.4494735,180.981304,158.1893557,199.0348665,183.5938986,185.2755095,198.2171835,183.802033,194.0703602,131.0739515,153.2864271,299.7986283,300.3019335,285.0444704,263.2955876,211.2136001,234.3860066,212.1663931,222.0478845,246.9936814,235.6664196,222.0259945,249.3788626,262.6854967,312.7762572,320.4213231,337.8909749,292.7924295,347.0333496,353.7223763,359.9428712,371.4195031,374.2384828,360.5883243,259.0645536,266.2230795,307.2485451,294.3865154,289.1510098,309.2900295,303.5795183,311.5813063,281.1540755,290.4347699,348.5249885,373.1885182,406.5766554,381.9897464,385.432894,410.5526993,420.6417823,378.7806123,353.87286,336.2060654,341.8348514,353.0466019,358.402583,401.2382784,457.8875729,460.1708767,395.4879877,424.32881,420.592496,372.6094786,374.0367176,430.2700274,453.4390607,419.0693894,460.3208728,410.1001058,399.4877118
