IN_SITES,03274650,03274750,03274950,03276000,03276500,03276700,03302220,03302300,03302680,03303400,03322011,03322500,03322900,03323000,03323500,03324300,03324500,03325000,03325311,03326000,03327500,03327520,03328430,03329000,03329400,03329500,03329700,03332300,03332400,03333450,03333500,03333600,03335000,03335700,03339108,03339280,03339500,03340000,03341000,03342150,03348020,03348130,03348350,03348500,03349000,03349500,03349700,03350000,03350100,03350700,03351000,03351400,03352200,03352500,03353000,03353500,03355000,03357000,03357350,03358000,03359000,03359500,03360000,03360500,03362500,03363500,03363900,03364000,03364200,03364500,03366200,03371500,03371520,03371600,03371650,03372000,03372300,03373200,03373500,03373530,03373700,03375800,03376260,04095300,04096100,04099750,04099808,04099850,04100377,04177720,04178000,04180000,04182590,05515400,05516000,05517000,05517500,05517530,05517890,05519500,05521000,05522500,05523000,05523500,05524000,05536179
03274650,0,15048.6828152798,40958.6209157797,64039.5585255151,66900.6535323047,108420.533387053,225456.547321219,199608.019053155,176773.584553389,259655.108459528,284648.859459397,67593.2229077559,72728.9551425325,82085.4499812808,99904.9178239292,83731.3946603286,101804.948984243,105843.114091522,32403.7602051375,38998.9652068535,116843.37954074,111220.615307678,132127.64644596,135277.850122798,155668.951870661,149504.957312538,143639.199191061,158571.800800373,183711.91307513,83854.0252351482,87468.0312425447,96006.3396789684,153736.253315001,188519.167538603,172121.032928792,120567.192499711,152385.650256005,171900.917926861,173851.118139135,210698.745975671,44510.5895431218,52148.7354004763,60751.3895919204,73594.9494772357,77035.4853418112,77457.0761510863,81600.1852953548,79453.2129119336,83528.5115224036,75159.383268033,85182.6034536932,35189.9318861799,77958.0871939912,84787.7740052139,94947.1465960237,100241.198934625,132895.360333617,162586.00568984,140623.201563839,154833.102230175,165275.368202575,157643.355299266,177351.199625242,202214.756076615,104079.850385705,78876.1916871899,110203.765969244,113281.682520739,103578.74045594,95336.635178539,139385.135626922,176588.16765385,164141.75687845,148707.620136332,131903.161910992,141447.354977255,145708.94036686,178030.821727269,207181.7159796,186235.097187375,204802.773003545,234768.535153118,246106.935854431,240384.509154831,234000.009167435,197595.877937932,192022.807555249,197154.102549145,169375.984570373,170586.519716731,155674.304838671,134901.255982232,111568.590162629,218905.154511405,180731.052456371,192334.565407749,206899.766996703,213531.28597315,222258.362911969,242120.182199431,208981.389742493,199482.926134928,193103.300135091,199073.910844028,201494.780444983,262231.805477248
03274750,15048.68281528,0,26193.6687967201,50715.3479165414,53415.1069224008,94341.9746796902,210513.081996858,184627.876630288,162156.767178809,245679.025337618,272001.877383143,82539.2820473661,87581.5086160767,96438.6882840568,112631.75877176,96360.0002698569,113148.690947643,116112.335416389,45758.4422115128,51175.3604197199,124872.082013467,118628.921397381,141132.290831755,141677.446854318,160273.013395182,153002.083203201,147440.536294576,164963.296635799,189675.327289111,90101.7918706828,93613.9810873309,100951.087878153,155317.199683838,187979.734148311,169782.489972378,118901.432738852,149658.985749012,167923.56031859,167518.030034818,201249.544349805,52584.1690529462,53679.183530953,64738.1291992335,73952.9711097938,75400.1171586683,78616.8518311273,82484.0728504904,78663.6020905042,82803.4368899961,73175.5639178235,80655.3728384905,36066.8708907984,72989.3733256446,79130.1784197296,87540.6279763223,93674.6769229392,121275.264078174,152363.031162355,134656.524924667,145765.718925112,157041.469175865,149972.769866797,168511.835495764,190704.249597462,91551.8411089175,64811.1085369695,96625.3333020637,99546.1035192151,89852.9073049371,81008.6938334819,124350.599829044,162937.457294064,150423.316606934,135058.434488762,119434.754185457,129023.121156086,133646.391270654,165728.260714525,194171.121639723,172178.049807042,191219.138427048,221099.431864835,233191.083751704,249765.680580895,244070.395635133,211129.294725189,205148.118087929,209716.330484797,182175.569848091,185436.129015999,170648.391404974,149531.345344809,125924.737221687,228143.126517145,191684.630687335,201006.662268215,213842.621520871,220425.830495227,229429.586867026,247375.036897279,214142.975850104,204172.080565228,197457.794621753,203399.730602074,205493.098892758,268855.652217072
03274950,40958.6209157797,26193.6687967205,0,26899.5383298438,29088.8181783834,68524.5172028515,186293.580072129,160203.681242548,139659.467976197,225125.744338207,255086.890879912,107523.833932275,113680.957523439,122618.286784448,137981.487495384,121707.17394451,137408.05305606,139371.287312759,68571.1977704038,76632.7791773462,145705.127167166,138852.913773601,162866.888222083,160367.363631135,176388.780651019,167700.451538138,162649.713134704,183370.095587885,207298.091214016,109634.736926086,112932.344006329,118649.507550606,167208.103013649,196059.360478615,175150.958489931,126627.162969315,154762.318571781,170453.39843539,165636.546999799,192408.460430922,75297.6376226363,69876.1279542551,82851.753888925,86918.6015722367,85359.9552422193,92382.1021794296,95648.8921090369,89664.3765617576,93635.7307636511,82772.6059305567,85450.4565505632,53988.0849254785,77625.8409394614,81977.1648938967,86314.2185467745,93769.9036964384,108660.426601309,142493.91960242,134247.279070868,138663.347026429,151499.336838081,145761.450452873,161459.706970215,177191.278677264,77420.6988568156,46656.4180879528,78890.7856656164,81171.0787650372,71816.2067081642,60852.165958165,98802.7158583918,143845.260610587,131238.366731943,116283.467595813,104538.793977191,114031.287730273,119552.66856798,150471.763949932,176706.787584555,151697.826074172,172116.255839679,201577.067401195,215742.543172644,271368.261966226,266488.839075546,236890.241998042,230623.974223579,234730.973833833,207425.073926067,211541.517410189,196591.219711795,175720.767024401,152099.055795236,249647.684918432,215210.467972231,221957.936082347,232573.466319258,239055.625856286,248369.738601018,263641.480648574,230491.95789727,219944.850931482,212821.890530615,218670.440632274,220281.709404442,286894.088060647
03276000,64039.5585255148,50715.3479165413,26899.5383298438,0,3107.12866287242,45008.803568424,173673.727831431,147393.994777142,131908.37390315,219592.898265123,254822.010494493,126604.46828263,135721.777992548,145966.223397829,163338.461249668,147070.337865662,163596.260747871,165952.381031837,85932.0089141047,101888.655563635,172604.218211793,165745.156285854,189731.167752552,187111.019453399,202577.284079577,193506.1038899,188627.607907457,210044.779086419,233794.654648322,136512.68059728,139794.788980738,145324.189668755,192010.106901124,218895.017093514,196648.553412224,149978.325873879,176340.919990268,190238.625344755,182337.595277862,202485.374745056,101897.269844974,96570.0728855883,109678.352199342,112800.062361554,110355.593529899,118403.904960228,121476.349057794,114925.822017076,118774.517050208,107699.679681675,108321.751340591,80883.9371611949,100707.981737689,104003.557836045,105760.210223566,113733.58723704,117044.660962672,152582.762817763,152654.337436452,151548.172942804,165462.104460021,160989.599327729,173840.044756658,182403.356956788,86102.5385778722,54361.5113761325,82669.3522333407,83777.1150242514,75839.5249731674,62767.130381893,83554.0262682585,142187.287561397,129825.552985471,116104.033871743,110406.269960273,119309.132253018,125710.263953515,154128.088629155,176738.319318094,147508.914644732,169764.740464239,198054.4671957,215168.214520829,298258.443062075,293303.661595998,261589.921828612,255800.818745313,260427.319375019,232885.352148768,233106.45182273,217379.387609232,198265.298602604,175398.892271408,276540.324296079,241752.152458758,248856.957813823,259260.059108208,265720.587101928,275081.280762385,289717.285548475,256637.626887924,245940.2522788,238706.073927838,244512.221815544,245960.855700351,313410.622336835
03276500,66900.6535323048,53415.1069224004,29088.8181783837,3107.12866287266,0,41962.9027523432,170727.690658933,144451.882217559,129262.650334795,217025.098382428,252632.676015402,129687.972707382,138712.226543239,148881.198017039,166045.896046704,149772.555424524,166138.011284287,168364.096115041,89027.9179062884,104586.754215418,174730.118629774,167811.008723149,191948.850400166,188987.895517081,204157.425346338,194948.944253248,190132.263920784,211867.265967317,235508.08007816,138548.17711759,141803.366379559,147163.289658221,193161.73200309,219588.50529245,197103.386008591,150832.699771088,176828.433863494,190408.436088418,182053.497509009,201345.550515534,104291.368917347,98448.6743313717,111652.681761003,114322.962566723,111633.62834548,119967.611459205,122972.418653071,116265.442915251,120076.521016519,108965.254702362,109151.733413793,82984.092261009,101597.228234855,104692.307768535,106026.987353696,114055.851418745,115867.948265271,151511.774735641,152657.519742717,150809.78171511,164835.353404581,160533.965327606,173004.551571431,180768.800803589,85092.7484512923,53556.4072430209,81157.9482337107,82141.1524914853,74399.044959523,61225.5577535724,80560.5933564791,139982.722665569,127663.234341193,114079.73266952,108982.800620076,117797.140466902,124271.203388412,152380.450039566,174631.036513156,145095.840278251,167468.199391118,195643.049874329,212976.674129527,300422.662555082,295577.397843275,264400.79461382,258548.94479838,263089.92341608,235587.291968266,236137.126115538,220436.005441296,201244.429600914,178325.485194286,278697.0960664,244185.362868778,250952.996920073,261083.78201847,267528.700047548,276921.419381521,291233.805762989,258187.535613204,247434.341366305,240161.628115343,245951.479710824,247344.879822398,315124.332924411
03276700,108420.533387053,94341.9746796899,68524.5172028509,45008.8035684243,41962.9027523431,0,136245.96555993,110495.871957139,103141.380039824,190465.713111052,232627.00872023,171538.712180263,180605.339880372,190505.604908498,206485.359588578,190215.937044681,205421.04643149,206647.333867409,130776.838014437,145156.637730923,210606.044390899,203216.952322112,228511.261714332,222507.098482374,234672.343376425,224178.461097714,220039.134397809,244692.487485972,267101.408196853,173981.317191526,176969.325737497,180776.681976961,219395.758420506,240408.289320214,215520.364535783,174696.879089559,196027.317227051,205573.933910724,191775.773876633,198916.972364952,142895.254622308,133256.010085267,146964.466089964,145705.30848657,140847.100124948,151579.56160258,153897.126460928,145914.093380895,149263.178999778,138149.580943645,134117.701577868,119837.212129924,127485.334391471,128436.334415563,125252.666725351,133462.745473438,116365.605462589,151621.371391682,166811.969075366,155568.391017372,170584.999836412,168679.775845382,175657.45190491,171374.573891698,90738.8346346955,67101.4123379353,80189.1787814074,79107.6333460459,75533.0349426349,63514.3525068403,47557.005834867,122339.225577257,111414.213248053,101201.160867985,106353.772348382,113151.543187844,120323.844324841,142134.338092095,157519.593455217,123244.980582169,147124.169989948,172468.190349874,193516.192384018,336092.316791687,332265.335232819,305394.418543442,299136.085349031,303064.939459725,275878.395497915,278096.123179756,262386.298461607,243096.814714583,219985.490952554,314360.044262708,282382.58154714,286150.649027851,293622.830666838,299880.914103735,309547.855842298,320475.708179506,287971.616480318,276713.208681057,269094.58263422,274669.678367148,275471.704253297,346310.967203375
03302220,225456.547321219,210513.081996858,186293.580072129,173673.727831431,170727.690658933,136245.965559931,0,26285.3605489592,53859.9400051213,70306.6777283686,126256.979403349,293044.022805752,295851.235275105,301598.533994368,307879.710101993,292934.259394857,300817.511425187,297358.592479475,254863.719346801,252941.866982371,291110.350628491,282906.393529382,309699.991637529,292740.659314076,292587.375882944,279269.880614116,278064.723574264,309596.048440057,324854.228695697,258090.58487574,259685.228442121,257680.714989489,265449.277055901,265131.515851216,237691.089270688,223484.961621046,225356.625387457,220142.671064148,193757.497243481,160215.201247844,242953.353726456,223403.548931427,235597.531684179,223353.448756602,214018.684856957,228403.720126848,228210.327828795,218792.002788335,219964.305445067,212049.76148427,198717.488148273,218723.080510407,196790.481142945,192234.444263701,179678.225691551,184606.380481763,130435.543726566,141530.510218569,190506.963885667,157156.812192044,168339.93269694,174319.783264509,161901.202457228,120523.910371386,137963.279679908,149312.772757854,124566.87908164,120628.50416617,128987.281320686,132515.518394173,90356.1405354865,77373.9478193308,82766.9006745252,94105.5119970027,120835.069080132,116322.989762187,119351.328831264,105450.08838195,86467.7546688204,62176.5730073231,70392.7607573172,70189.3446729931,97786.0698480857,404741.718421514,405865.411638364,405260.494814708,396137.593449011,395779.101543856,371977.439977455,392128.35616869,378931.938992823,354800.046417519,329887.481968637,384399.755107125,366428.779028692,356301.580898655,352331.26592956,357292.205081628,367214.833362135,364081.002596226,336761.740856911,324890.2121666,316923.543014284,321063.98040362,319658.150673738,395350.469429727
03302300,199608.019053155,184627.876630288,160203.681242548,147393.994777142,144451.882217558,110495.871957138,26285.3605489595,0,34526.5249075691,86944.1223856678,139166.850564059,267165.987629585,270408.385149362,276507.660823631,283705.439612175,268543.5374067,277205.267969885,274218.786024995,228771.407183783,227858.178341329,269071.751593152,260875.955422493,287759.249646339,271986.885247674,273481.61602321,260369.450166684,258738.44564915,289738.777923014,306160.446120438,235268.945728852,237035.498192183,235660.342229974,247619.198356921,250635.489853136,223010.224326398,204373.984312568,209188.128311683,206276.454200521,181253.424752434,154795.238441967,218415.589724407,199506.771976185,212017.047984941,200696.404968679,191657.565929866,205927.708536669,206007.912027226,196564.17375826,198005.386868816,189566.932178624,176939.003540596,194018.0279444,174434.014980445,170359.524242135,158479.703081352,164000.103930683,112030.320125982,128573.706117877,174097.382554676,142953.263847739,155491.056636812,160296.733120682,151004.115387731,115643.550090091,115475.499342329,124297.910487482,101364.763560005,97392.8373736674,105192.087731996,107633.707109937,64159.4730344422,64841.8072821172,66572.3278095197,74990.1496053027,101423.292228218,98410.3819845989,102571.358585333,95215.2104542429,84346.179675283,51468.3959155349,68007.9216255654,78576.3021791033,105601.975649163,385159.130111292,385600.952059311,381686.867205181,372857.457744236,373001.50427836,348697.636778302,367049.686627397,353601.255075064,329841.880192008,305011.22457189,364491.216253363,344558.538223522,336172.300702403,333772.946920568,338967.169919933,348938.605280683,347910.486229588,319515.588185808,307603.421697131,299593.730740943,304001.486029282,302915.602569654,378602.501792774
03302680,176773.584553389,162156.767178809,139659.467976197,131908.37390315,129262.650334795,103141.380039824,53859.9400051212,34526.5249075696,0,88069.3320653738,130443.323404659,244119.302278629,245250.260814881,250104.716503237,254992.990434492,240316.17097908,247462.079634953,243745.163015444,207536.804548668,201579.61125793,237252.62113758,229048.786792582,255840.051907421,239057.262280108,239635.312273394,226433.750588056,224980.31683831,256258.197571314,272169.077998856,204379.452973307,205922.615341889,203824.383587295,213343.096745902,216168.018999713,188536.50057641,170484.492882388,174668.7303907,171928.699531856,147286.477518883,124996.200832655,190646.259383665,170393.025069061,182300.204259803,169614.661069703,160213.987856051,174615.097273663,174374.673454156,164962.862688819,166108.889148302,158272.605598118,144857.949837711,166768.021747541,142995.505649535,138378.890554691,125849.569338875,130905.924026956,77751.2015955086,94699.953402752,139580.540584979,108654.217882006,121508.654417519,125992.284052669,117814.875820263,87365.9182326176,84300.1092606626,98580.4212317397,71413.6142995611,67543.7831357562,76390.9113651452,81758.5799873147,56506.6021532765,32872.0356744666,32269.2407301552,40815.9971291718,67496.5191198076,63981.5393586641,68044.9398185323,63372.1248804032,61149.4894974029,23814.9332160705,47059.5125026868,69478.7519761682,92298.7675892752,351568.120771599,352381.378697754,351816.248244704,342542.551063037,342009.152584964,318390.996621004,340448.747570795,327837.377743229,302941.636008716,277922.522733163,331062.854503804,312571.045801008,302860.233909857,299744.270530752,304864.352117532,314823.842156857,313411.426155816,285144.61158716,273236.453495595,265232.280792484,269595.383624659,268464.446583,344166.412028667
