IA_SITES,5319500,5320500,5387500,5388250,5389400,5410490,5412400,5412500,5413500,5414820,5418400,5418500,5419000,5421000,5422000,5422560,5435500,5444000,5449500,5451210,5451500,5451700,5451900,5452000,5452200,5453000,5453100,5454000,5454220,5454300,5455100,5455500,5457000,5457700,5458000,5458500,5458900,5459500,5462000,5463000,5463500,5464000,5464220,5464500,5465000,5466000,5466500,5467000,5469000,5470000,5470500,5471050,5471200,5471500,5472500,5473400,5473450,5474000,5476750,5479000,5480500,5481000,5481300,5481950,5482300,5482500,5483450,5484000,5484500,5486000,5486490,5487470,5487980,5488200,5489000,5494300,5495000,5495500,5496000,5568800,5570000,5584500,5585000,6483500,6600100,6600500,6602400,6605000,6605850,6606600,6607200,6607500,6608500,6609500,6803510,6803530,6804000,6804900,6807410,6808500,6809210,6809500,6810000,6811500,6817000,6817700,6819185,6819500,6897000,6897500,6898000,6903400,6903700
5319500,0,14286.23809,210254.8761,227239.2588,266038.0319,285843.1621,270157.826,278376.0343,310599.8701,347730.2938,351087.9343,362839.4528,375125.1893,256425.1548,391596.6052,398354.6906,419319.6531,437338.4966,150234.7204,210133.8468,243660.2819,251329.0837,276645.8379,277475.2909,286503.5088,303428.4327,302892.3372,341737.4822,327141.7869,337974.8049,343304.9379,350794.4439,108155.6528,164474.5275,177041.892,209214.2272,206619.7809,127013.7216,197544.3962,207719.0787,229998.583,229059.8094,251996.5612,309050.9344,377220.3854,439078.1961,413369.7909,420923.4757,435422.5658,224810.8892,229366.759,273828.3958,259167.6119,324243.2557,345749.6441,403747.0854,401282.8993,437401.9878,147395.243,146918.256,170827.2774,182011.9559,199946.4773,264550.5816,198730.7946,229081.1914,253029.7355,272882.8167,279743.7619,290832.6663,295417.6051,306401.4533,319629.5722,319131.3651,331210.4952,392112.7324,458829.3527,493619.5623,484939.2305,491106.6457,506904.314,494374.333,535090.272,192966.5626,187873.0541,236907.4731,273744.0282,130872.2484,153362.4119,218091.9005,247631.5046,272910.4118,283998.5753,296867.5483,405594.3669,388025.8205,375036.4108,368943.914,310368.7349,370394.9347,308476.8049,348160.4676,400808.8822,427193.4055,373386.1098,432955.9908,378453.7279,414342.297,416551.7146,457893.7975,379568.2473,352110.3143,369737.5884
5320500,14286.23809,0,201874.8115,217771.5858,257910.7146,276625.8206,263613.7952,271662.0182,303142.7554,340599.8331,345432.188,357259.4617,368409.182,252555.3892,386772.396,394416.9096,411542.4741,430749.2567,153853.16,212130.3119,245151.7535,252725.1023,276811.5332,276858.9743,286518.2858,302959.711,301858.6367,339303.9876,325367.7419,335912.5595,341482.6821,349604.3134,100575.9392,160486.3394,172471.3018,206612.2862,204448.6845,125408.3658,195152.5546,206142.4917,228438.8303,226612.8961,250377.6386,306297.0508,375050.3047,435240.4542,410967.1833,418546.3594,433185.592,229634.5065,234288.475,277508.1866,262929.7579,326260.5481,346400.576,403632.6633,400690.2695,436630.4359,155248.0297,154597.1544,178498.7389,187404.9702,206511.7158,270211.2468,209799.9457,237368.5087,261653.9594,280188.8604,286305.4431,296325.4829,300682.8688,311364.509,323981.0676,322570.5699,334288.6448,394296.4416,459432.1198,493998.2846,485829.1063,486876.0901,504649.4596,493511.6359,534187.3394,207241.4564,202025.929,250869.7324,286568.8832,144332.4449,166338.2736,231347.9086,260425.7718,285704.8735,296546.9713,308907.6724,418187.2386,400563.3813,387693.3615,381401.8165,321243.7105,381230.2537,318580.7984,358385.0335,411546.8632,438073.7762,382892.4577,442299.6056,387205.5776,423237.5006,423502.9405,464670.447,385888.3577,356624.6629,374167.3303
5387500,210254.8761,201874.8115,0,26584.20235,56153.36743,77294.41076,70378.84799,76344.81861,102707.0739,140894.7148,153891.7902,165776.3556,170042.9536,93785.86787,199751.4,214494.3484,209943.1406,232242.5113,160617.3029,156175.0948,165024.1886,167973.5355,165707.7683,154819.2952,170276.7677,175623.245,167172.6459,180016.5988,176248.775,181540.6817,189200.6876,203903.648,102262.7599,76300.99955,64978.48535,91095.30916,96685.51321,114507.248,91950.5022,105419.9511,113585.2805,100069.2304,123997.1619,148405.401,214598.4782,254268.2657,244935.2266,252250.6789,267378.6762,203102.9339,207054.6317,216138.014,207778.58,227786.6906,225076.5727,264433.6416,255974.7429,286546.2199,208036.0041,205792.9639,215555.169,190645.6815,214699.0476,240057.9097,281680.2386,257204.7531,278866.1956,271675.2006,264727.8829,255900.1799,255688.8041,259115.2612,259646.702,245241.8115,249136.3918,286211.6087,323822.603,353187.0904,351714.8397,301172.2342,335121.2157,338668.4836,376930.4114,365328.6842,343894.34,377241.1159,374892.496,278097.9124,284227.393,339695.3148,352504.6849,373450.0636,376884.2445,376160.2999,484734.7259,467433.5927,458855.8989,448348.1637,363260.7114,413351.9536,346974.1736,382153.2039,437992.6769,464458.7165,389970.4273,438969.7369,380438.9043,414150.1932,381876.3049,415478.899,339593.2965,287923.9778,301122.0943
5388250,227239.2588,217771.5858,26584.20235,0,48853.86781,59027.74874,74976.17051,78278.02977,95981.99768,133852.7318,153496.5773,164983.1183,163815.6199,110916.5169,200362.3893,217802.3758,198179.7488,224797.5146,186999.0966,181970.5199,189103.911,191569.8728,186593.2661,174701.8589,190268.5345,193687.8632,184345.0763,191150.5571,190053.2185,193872.2342,201725.9217,217367.5938,120863.977,102654.9773,91554.1097,115917.0471,121813.1537,139536.6918,117700.6457,130581.4256,136873.3185,122884.8279,145037.5222,161464.3404,224163.2012,256256.5465,252109.65,259176.2439,274113.7264,229098.2504,232972.0586,240151.9645,232383.0656,248069.0513,242320.4974,277494.6526,268117.9569,296850.2938,234124.6264,231888.8088,242020.6648,217228.1039,241248.6509,265391.0588,308014.1477,283710.6679,305250.3325,297479.9391,290115.4167,280482.8435,280007.9922,282912.5522,282541.6868,267309.9128,270355.0366,303899.8244,336404.8209,364323.4051,364143.7385,300478.5697,339645.9184,346993.7719,384179.8658,388770.1312,368232.4999,402566.3851,401282.0487,302166.765,309173.2338,365473.6002,378762.9556,399845.1631,403381.18,402739.834,511290.0471,493999.4103,485438.1028,474922.3715,389732.2709,439528.8539,373283.4649,408235.089,463952.5896,490335.5281,415505.4445,463816.6602,405465.9421,438857.9492,404879.0899,437615.2738,362692.2472,309952.1815,322539.2446
5389400,266038.0319,257910.7146,56153.36743,48853.86781,0,32419.82364,34524.0015,33718.09963,47628.99315,85863.05304,104963.9101,116317.4805,115595.3174,85362.81769,151915.8338,170308.3345,153789.7733,177239.5562,199644.9191,178655.8834,176718.6567,177223.6463,164102.3493,150219.6954,165372.4515,164361.8369,153579.5822,150700.2363,153302.306,154906.7294,162833.7081,179441.5041,157893.6447,119537.3164,105669.6129,111716.2871,118444.9467,162216.1571,118212.2141,126580.6916,124624.2794,110378.2542,125298.9337,124597.821,181343.5802,208076.9213,206844.8043,213670.9303,228376.5708,225760.2694,228911.5137,225852.3003,220795.608,222175.5661,210073.1063,238103.9293,227665.5993,254070.8984,248720.1415,246461.2511,252207.8938,223233.4469,244940.0747,256742.9852,319194.2478,285466.5628,304559.2638,291302.8241,281335.3098,267739.57,266115.0101,266863.1347,263304.6507,245784.6485,246392.7859,271512.7668,295894.3563,322004.772,323277.2805,251674.0379,292326.6889,302130.3667,338380.6944,414327.4865,390803.1289,420578.7876,410958.1022,326087.1148,329602.5354,381007.1475,390207.6471,409451.105,411206.6331,407681.3241,512529.6193,495768.9565,488429.2417,477252.2032,389578.0077,435070.3247,370831.5661,403087.7279,457353.6648,482916.72,406194.7731,450355.3264,393337.6106,424896.5374,384522.6264,414320.5413,343048.3494,287598.9922,298302.6452
5410490,285843.1621,276625.8206,77294.41076,59027.74874,32419.82364,0,63278.82368,59176.39564,51477.09404,83926.49574,113628.0812,123523.957,113462.2391,116466.3772,159510.7816,181173.4364,140906.7566,171295.2317,230194.3482,211036.277,208873.3898,209184.3617,194731.8996,180482.309,195349.2043,192828.5149,181602.7595,172627.5207,178077.6906,178018.2845,185844.4841,202912.1404,178629.2472,148302.3049,134897.5722,143964.9881,150675.3359,189748.8041,150102.8285,158883.3059,156958.0855,142746.9083,156864.0417,149970.9785,200182.1393,215940.9716,221859.9691,228182.0787,242288.8622,258171.4539,261330.3899,257650.0901,252906.784,251344.4058,236674.1297,259637.7106,248349.867,272005.7803,279043.4798,276782.339,283415.5178,254981.7556,276989.7134,289019.9704,350370.8479,317719.8094,336940.3862,323672.516,313577.668,299630.7033,297862.1725,298278.7286,294110.237,276116.0048,276034.9794,297533.636,315911.4813,339950.4976,342765.7663,254857.7918,302186.7909,316826.4177,351264.947,441687.1306,419219.4164,450405.4776,442491.8021,353917.059,358599.5222,411396.3828,421434.1018,440993.9516,442995.9436,439779.5118,544897.4995,528112.4487,520707.3372,509564.3963,421967.682,467452.0131,403251.3796,435453.2992,489629.9106,515127.696,438287.5317,481892.6157,425124.7183,456380.2223,414720.318,443595.9852,373520.6858,317527.1124,327615.7386
5412400,270157.826,263613.7952,70378.84799,74976.17051,34524.0015,63278.82368,0,8912.137765,45166.26774,78583.71027,84049.14335,96005.20249,104989.8389,53873.14439,129432.6226,144399.9653,152240.927,167191.5113,184352.2381,154356.7841,147881.1843,147503.7658,131520.8294,117208.6546,132079.9774,130156.341,119225.6644,117446.567,119007.3256,121121.3486,129049.3812,145439.0752,163226.9556,111891.4276,97699.26827,90548.94628,97204.84137,155596.6851,99491.78971,104319.409,97680.33271,84205.72403,94591.38646,90242.052,149477.4199,183942.6915,177174.5012,184279.1437,199260.3421,200339.8916,203067.7481,195438.627,191551.9513,188330.4041,175553.1022,204631.0075,194581.8655,222257.8308,233444.7546,231217.6936,234013.3291,203084.724,222991.8962,228345.241,300625.9583,261844.8912,279448.2307,263673.075,252642.3039,237541.0792,235492.6442,235464.8436,230910.1956,212837.8037,212854.86,236990.2702,262915.2556,289953.8399,290476.5194,230958.4407,265641.9918,272018.0272,309287.8109,404840.0609,379231.0608,405537.6968,390678.9323,316185.6371,317082.5655,364609.1093,371139.8591,389140.3465,389848.0655,384734.5862,487192.3336,470753.0393,464059.7853,452589.3443,364094.5458,407357.5389,344347.2574,375207.0479,428648.7313,453802.5588,376578.6543,419115.9232,362715.6915,393554.7631,351449.2905,380581.3238,310245.8354,254286.3785,264564.8163
5412500,278376.0343,271662.0182,76344.81861,78278.02977,33718.09963,59176.39564,8912.137765,0,36302.93359,69915.99908,77547.01522,89437.97129,96766.98782,60354.6379,123607.7889,139732.9444,143437.7074,159088.0201,193160.7066,162298.4758,154765.0803,154086.7783,136738.8011,122160.4327,136732.9895,133662.6278,122428.6729,116992.1493,120130.9274,121319.5743,129240.2469,145949.1566,171178.0261,120716.4413,106511.4449,99106.0997,105729.6258,164431.8322,108218.9967,112704.2459,105287.9506,92065.70953,101013.1683,91598.14223,147814.766,178751.7625,174197.7478,181167.845,196028.2831,207986.3249,210621.2171,201640.8084,198201.2091,192265.4734,177855.52,204405.8332,193948.3263,220590.9625,242228.998,240004.4554,242606.6053,211520.284,231191.4655,235209.7988,309151.3963,269756.2117,287071.3823,270718.9476,259386.7838,243768.6558,241546.9615,241158.5516,236044.6734,217606.5206,217101.3822,239009.0318,262185.168,288472.7983,289588.2481,224874.5999,261427.7318,269338.1044,306113.2442,413750.8789,388116.0325,414288.5769,398993.6937,325096.2522,325950.8543,373285.089,379591.6274,397451.9078,398028.7583,392686.1165,494670.7909,478302.6145,471737.6761,460214.5665,371587.8344,414287.9301,351625.7563,382104.9895,435274.6438,460284.8448,382917.9279,424757.0611,368664.9517,399157.0099,355999.0187,384487.9031,315027.5577,258701.8189,268541.1634
5413500,310599.8701,303142.7554,102707.0739,95981.99768,47628.99315,51477.09404,45166.26774,36302.93359,0,38288.35655,62200.20344,72396.53389,67971.86042,92778.96624,108466.855,129705.6588,108986.2141,129714.8765,229447.702,196880.115,186636.4201,185132.4089,164071.5619,148994.3703,162373.1615,155798.0312,143920.2814,126037.4685,134762.3495,132578.5204,140120.6495,157391.6865,202630.4051,156138.705,141898.9433,135096.1967,141658.1914,199846.452,144437.7171,148372.2966,139350.8458,126774.1817,132280.3828,108566.4749,150745.057,164990.1943,170744.1381,176945.5961,190934.6357,241694.9034,244072.1024,231231.6125,229140.6409,214729.9412,194956.4146,211608.7648,199746.9981,221706.4165,278493.0165,276271.1068,278570.7846,247174.7544,266285.718,266622.0696,344960.0169,304068.9314,320566.2899,302564.7801,290358.3943,273213.3109,270462.032,268936.6918,262051.2464,242558.5857,240329.1952,254192.2063,266539.9397,289488.0383,293015.5796,205906.7946,250923.0788,265513.3059,299789.7354,449887.6949,424392.8989,450505.8775,434282.7224,361240.5433,362247.9206,409383.819,415218.6484,432733.3264,432971.8148,427008.4218,527546.0345,511403.669,505226.7292,493553.5952,404603.9297,445529.8534,384022.2973,413287.5046,465517.4218,490028.3518,412313.7752,451753.3949,396813.108,426076.0966,379434.0848,405550.8819,339426.3218,282161.0985,290427.7088
