IL_SITES,03336500,03336645,03336900,03338000,03338500,03343400,03344000,03344500,03345500,03346000,03378000,03378635,03378900,03379500,03380350,03380475,03380500,03381500,03382170,05415000,05420000,05437000,05438250,05438500,05439000,05440500,05441000,05445500,05446000,05447000,05447500,05448000,05466000,05466500,05467000,05467500,05469500,05495500,05502020,05502040,05513000,05519500,05525500,05526500,05527800,05527950,05542000,05547755,05550300,05551200,05551330,05551675,05551700,05554000,05554500,05555300,05555500,05557000,05557500,05558000,05558500,05559000,05559500,05563000,05563500,05564400,05564500,05565000,05566000,05567000,05567500,05568000,05568800,05569500,05570000,05570910,05571000,05572000,05572450,05574000,05574500,05575500,05575800,05576500,05577500,05578500,05579500,05580000,05580500,05581500,05582500,05584400,05584500,05585000,05586000,05587000,05587900,05590000,05590500,05590800,05590950,05591200,05591700,05592000,05592050,05592300,05592500,05592575,05592800,05592900,05593000,05593520,05593575,05593600,05593900,05593945,05594000,05594090,05594330,05594800,05595000,05595500,05595730,05595800,05596000,05597000,05599500
03336500,0,21079.2809185062,27566.8629253041,32430.1183629351,25433.6698474183,67385.939449241,113054.907149635,112239.302091657,154946.560637766,146169.88875737,216052.992874302,151362.637514427,181597.47413937,192127.874380087,215394.785780206,228315.223166665,228184.299061385,253007.782215246,292163.499587232,325002.731753842,276931.851870554,262233.58659216,218293.118814752,232461.571764061,196006.268554819,223685.500594137,240783.888373446,247235.58615954,245258.145152599,200486.279861457,237114.537816789,263402.981334615,241654.96678323,284096.447157406,278206.236996038,261457.447006422,265985.979148158,301537.802579471,286763.882958082,294225.148600412,274082.707467496,102287.589521987,34797.7798483931,104286.166641247,240938.401319646,232932.412241932,117016.393601572,226515.801272136,197447.976143419,184618.514585754,175398.655121982,165009.334434295,159242.61748717,70907.5779515414,93834.6406312973,137036.874998321,145574.049422354,188756.798173008,174439.149351549,170620.625552637,164551.277899837,159087.372203758,145598.349990838,177456.584232863,162107.649363535,98227.7893248076,100181.594219691,103535.692988588,106340.997561034,119078.245286961,126623.49648444,153922.443488658,188607.754971517,214445.463094594,216324.94585162,44327.4377665705,52981.996142993,74447.4519303529,93193.5771221044,164249.839418758,150684.946472437,159047.104481256,172188.748691681,158148.148933875,171390.852840312,108670.020803634,141063.286382584,113173.279478597,133513.324627772,136681.597472117,175380.315706217,232473.159096536,263017.037512623,243311.232316963,208157.450432259,252847.038302525,250020.518607359,52035.2860321322,75238.0373770451,81215.0832061794,85039.9975462261,97292.091932768,98515.0188317466,131694.410322573,138263.304650389,155228.297250172,187230.019446238,182780.532677923,198322.766299061,212751.039829581,232476.760907884,238096.681182518,250914.241136428,188940.409407038,186138.806020936,225298.480067252,239484.945100668,252532.192732793,282769.202154334,277705.679963003,284661.063925609,293020.830096113,253240.497202301,239966.904415623,277723.906713514,288466.417178092,315452.115680808
03336645,21079.2809185064,0,24594.4678810746,20208.7163294077,4612.59503869687,53662.6525203224,95230.1298826053,93203.3486039498,135333.829101278,126271.757352096,195990.873781901,135843.92195838,164142.711157121,173413.004883669,198481.612974751,210764.749044986,210270.469140263,233314.26297436,273691.96794098,343799.682789075,295320.121329004,282807.762123126,239280.218250372,253291.618008483,216734.4493439,244136.352923341,260671.005557068,265022.534264029,262910.433914729,219580.076677455,252898.754777718,277949.827823732,255622.172861099,296317.027779709,290139.65507736,273127.914694547,276138.229132386,306003.70709602,287664.657279658,295074.822705732,272333.252713737,121388.48738234,54752.8664947516,125363.273225851,261693.979784399,253745.297976122,137786.287190577,247454.254311076,218525.618171505,205694.206928768,196465.169069206,186039.707724134,180197.13720667,90641.4977032746,111641.076772854,155519.250380019,163956.112226874,205639.892017871,191811.375069778,187669.629021645,180633.607769806,174133.475607112,160531.249200948,189180.567854251,172938.956054422,110837.164802969,112932.789164546,116398.563986306,121274.072986456,133154.163167818,137993.635965349,162008.039105188,202214.553745827,224249.463083224,223976.832091623,52752.5563716588,56086.164671985,72831.4854598991,91875.4049255714,155632.784159416,144424.403219842,153907.09388549,167970.843109887,157289.243011772,170617.386954448,111095.011611838,141341.639629576,118523.227473269,137742.699404392,141443.112603123,180529.345362068,240631.054844427,268945.009382444,246426.667405334,207846.680176749,248309.418094238,240824.714663442,51430.7560705364,64735.2601532874,72400.5629191447,73020.4903455975,83916.2250308512,90358.2647677281,120131.350603392,127655.325417129,141670.959347655,174277.966505599,168827.570100496,186029.00006688,198400.367181576,219102.699440409,223845.874337127,237077.364933767,181128.211077057,176212.296032701,213538.845008342,226788.601245467,240125.8114134,269591.508147223,265744.290225305,272371.458190741,278933.470507573,237053.798153488,223102.494204807,260681.657975153,271385.823215672,299243.455996604
03336900,27566.8629253041,24594.4678810746,0,12242.7456269717,27641.9390019723,41758.7524265093,90139.5425552483,91362.8084093862,134621.239525389,126697.244008655,196420.2927558,125644.417664347,157473.782824122,169685.191944136,190544.919474927,204091.318895522,204399.446867755,232209.820842436,268952.775016461,327750.551716708,278648.890492444,272012.24635563,231474.385623575,244060.3761811,207073.343769189,232965.671858028,247467.176083128,247474.97160939,245168.828052239,204612.695597513,232887.48764882,256722.690339494,233994.295082838,273482.9051538,267162.729756321,250044.199836268,252405.097341797,281426.098351685,263623.944025133,271051.072033653,249170.287300629,126605.819325522,59487.0557375321,120510.862688976,260035.022152045,251732.381044152,129223.411171724,244445.242175532,213264.276881073,199806.059166233,190271.721268257,179176.23773118,172471.483058746,79426.1799615424,95652.4830881028,139901.322084467,148053.774680743,187112.202111609,174038.278856155,169480.929173714,161310.344955046,153784.692711302,140183.636723509,166330.445491074,149705.213515069,89164.3344365959,91329.6468317398,94824.5309523281,101406.511685755,112319.15970121,115226.714482356,137839.70408533,180500.0504128,200465.296909167,199626.053381507,30417.8110214937,31557.1738676297,49088.5126971458,68167.2255204894,136745.307196894,123619.404184155,132360.834305687,145894.846204801,133645.973624166,146969.273442987,86583.6300762254,117309.514334515,93986.3866640115,113148.626606584,116853.662730943,155941.184757271,216366.252165014,244372.31736362,221947.681795942,184095.570360228,226516.304113805,222495.792799464,27098.3477162613,47915.1358569366,53650.8037491195,58063.5001622993,70752.5342236389,70984.5011387516,104327.720075601,110744.248628562,128395.313112389,160101.725158489,156034.106785806,171004.229305725,186119.080123997,205420.165903287,211375.168768836,224003.22430255,161567.906439508,158571.956128285,197856.720534395,212223.214310218,225193.565327303,255606.272539203,250271.36022092,257281.862524229,266167.460119749,227656.238007221,214994.281864626,252832.241276914,263591.058406773,289782.758655661
03338000,32430.1183629349,20208.7163294078,12242.7456269715,0,21324.4457499611,35181.3757354341,81066.8123138165,81205.5702295244,124352.237180072,116090.534698468,185977.942492896,118972.502144914,149323.88642095,160462.914222327,182996.984777467,196037.896027493,196028.622515598,222248.522787955,260233.562008212,339964.352717774,290832.993154338,284024.56454067,243051.266791262,255866.81688425,218917.846802928,245003.746313758,259665.30326075,259591.169649436,257264.768426879,216855.271369206,244583.962449498,268019.255543231,245139.938580592,283924.042432765,277502.451867736,260312.452296257,262037.426983349,288259.300460708,268523.903955318,275909.811148996,252521.736357292,134351.875573013,66760.2655490603,131312.847066553,270277.893097643,262062.213225283,140805.282784119,255023.916756833,224334.998336433,210994.036831298,201510.697567789,190533.059390202,183978.844480855,91275.4212314345,107895.22493593,152143.605432877,160291.929715341,199130.129903527,186157.391825772,181555.185240086,173212.592154765,165457.671208739,151875.259222679,176867.684779061,159973.215153595,100537.178817122,102722.385043219,106216.198945316,113283.577963474,123920.793253507,125933.609902698,146989.981221571,191656.944018039,210086.234468967,208267.409854399,42035.2138675911,40614.1448613516,53881.6764656336,72722.1391998253,135603.409572598,124215.805240921,133733.950806849,147866.545311464,137868.811766111,151181.397332073,93270.5847482386,122350.645829807,102214.014959276,120548.030100072,124506.973939696,163521.230511199,225192.654172515,252035.706063814,228181.411915213,188457.212718183,228140.319385051,220959.155108956,33902.3563821714,44853.461122961,52254.5355892476,53719.732811642,65374.1226850764,70190.5997404606,100819.48074247,108032.323275895,123374.442177149,155683.662911421,150806.722881508,167125.5067852,180664.193211009,200774.30985761,206056.753731818,219030.98722384,161012.437419726,156469.460932424,194429.946376797,208108.401994407,221315.517178691,251182.045669483,246751.120461899,253524.816933256,261061.177521918,220815.906858337,207558.854261787,245329.910457034,256075.805739977,283030.02528498
03338500,25433.6698474188,4612.59503869691,27641.9390019722,21324.4457499612,0,52951.8818152418,92780.4143185516,90264.7208800165,132072.578097254,122884.074812153,192481.675416068,134090.225253087,161700.427633981,170496.763303122,196191.706450252,208249.085496439,207627.333415853,229963.89585346,270817.955398213,348395.841761973,299898.665091154,287362.750369152,243714.956149335,257791.843451705,221259.781820268,248706.847232357,265278.738537233,269566.535836612,267445.351480928,224187.865207372,257272.793260173,282184.702928637,259793.883009361,300253.029567701,294038.009330134,276995.208209874,279785.356542231,308698.522659421,289700.523138958,297096.130780257,273845.260010064,124744.367160868,58544.1842911669,129694.299982946,265663.412990981,257751.555632128,142298.328991546,251552.051676917,222811.631542216,210028.276607017,200823.054508273,190442.521094947,184648.776063032,95247.5098505428,116209.455759565,160110.603408894,168542.347826382,210123.121269761,196334.453892613,192169.432695354,185053.434267416,178454.655476448,164847.434954164,193096.025944372,176746.0760585,114947.441371518,117055.903469463,120529.146689803,125617.652223921,137399.585915954,141911.466075569,165426.217976423,206361.793160738,227870.491871306,227264.730546641,56627.4894251705,59189.8023253318,74903.6969587621,93860.4080667987,155749.289343453,145130.94853983,154845.210370584,169083.166365319,159128.422571917,172447.308225077,113691.23789477,143442.614644872,121594.844569866,140575.676257762,144358.77830631,183444.927913116,243988.539743284,271916.507704686,248912.711403421,209713.401593878,249243.691868385,240675.902994479,53976.0566541728,64831.5190359081,72859.1780684397,72604.1900442301,83017.0181487549,90837.2284328317,119582.648338304,127338.423822958,140500.446778127,173220.402442327,167491.655654712,185136.89724419,196909.98765176,217872.597284081,222360.382010891,235700.45619519,181391.492301344,175960.493695706,212757.659532944,225740.110009345,239145.017363873,268377.449602596,264864.052461328,271398.662161776,277457.334940992,234971.948459756,220810.671630657,258310.250423741,268996.932556476,297123.550064847
03343400,67385.9394492412,53662.6525203222,41758.7524265094,35181.3757354343,52951.881815242,0,49690.6054788564,53377.4159353596,95956.854538479,89184.8272004897,157695.83098647,84079.1180197399,115821.814034593,128824.233751914,148787.338704032,162383.920163797,162802.078211768,192278.69201814,227504.812761136,353851.479766166,304072.744797682,305712.494914994,268253.317474836,279521.459345558,242459.177985818,266581.847388655,278526.14686459,271613.451719631,268955.68783575,233759.627980026,251705.836472756,271688.638567254,248003.153067658,282172.937747989,275270.658610858,257883.905048854,256510.641231292,272020.859475082,246983.991079355,254206.737048815,227438.153376355,168327.899603955,101002.615831661,160259.389357492,300370.197313749,291941.381588615,166608.683715654,284221.753177544,251953.894705311,238193.498734546,228535.367659014,217090.050263872,209840.384022137,116283.973816267,126542.140320075,169499.776632661,176981.776006264,210296.340519882,199052.98925003,193793.345570168,183414.661890233,173604.082991419,160517.613265216,177202.980607739,159332.897774373,108820.243208724,111009.633279944,114297.520941497,124952.033542414,132721.601345127,128846.907461797,141641.214044751,195385.590611521,205220.177637859,199316.626336722,58831.3395157375,48051.7888313224,43495.1503201741,57388.8599704377,103716.678012097,95399.6655243179,106176.839329746,121199.048661157,116749.247107863,129628.456627583,82032.4905157216,104086.346333462,95584.7274718378,109755.443001233,114392.263975939,151663.485029898,216701.493353892,238872.292462123,210738.570704304,166485.437401318,199776.663728919,187993.163627551,38300.1085489587,15430.1209816737,24957.82077592,19925.3590713954,30303.4701043785,41395.4375917798,66637.2629672608,74555.5166557673,88250.9218963858,120700.556749025,115635.962532214,132369.735744658,145483.46145161,165683.192557396,170875.631994871,183873.029074632,129663.566255532,123195.387568037,159885.945403626,173187.622381481,186487.111950328,216128.668019367,212081.982969552,218727.172309854,225885.834557783,186065.781212016,173246.924042127,211081.251496884,221839.554965553,248241.692957202
03344000,113054.907149636,95230.1298826049,90139.5425552483,81066.8123138167,92780.4143185517,49690.6054788566,0,12349.0818783712,47032.233608959,41857.1777557413,108299.746299598,45206.4770276267,68925.3041883984,79547.4983103803,103488.546294001,115537.252867564,115170.328405923,142593.730222419,179171.559367782,397990.240081597,348063.451136263,354071.508522688,317667.090677539,328564.179622932,291540.391549338,314999.80476373,325789.097547315,315046.115257591,312190.481647717,280325.796120763,291814.077020902,308647.199463729,284612.158302094,313762.778068905,306475.192423007,289202.851925873,284488.319441044,285471.589491099,252254.081596017,258965.262375165,226395.187996177,215313.718721409,147728.979566398,209853.224489705,349860.424922802,341471.647486585,216225.342510741,333850.597851624,301640.930539635,287867.556836317,278202.945249869,266730.015142299,259415.414204888,165918.835163436,174848.907905618,216826.300147796,223940.602145866,253839.704654791,243799.336438376,238228.268513607,226775.043938404,215825.564168618,203376.99459641,213246.178715296,195165.037274194,153177.741236003,155274.965331508,158311.403222077,170479.15139869,176468.776544587,168892.41443186,173901.112567592,233801.992691166,235266.652370318,224923.888261677,108117.482266725,96122.8232806223,84225.0005148631,89985.0892756157,93142.8122874094,96023.6834936252,108284.33620524,123458.433987669,130585.741917262,141322.211254557,113956.364289409,124073.755297465,130249.950727917,138712.282390169,143654.1534706,176001.931327679,242266.214304926,257710.476242222,224215.213699039,174497.369493247,192226.05601059,166411.382991962,86705.4017770099,53397.4637131112,57622.0301268533,43938.5969191324,33725.3073275818,60244.5121494126,53111.9546459177,62889.4275060207,58548.9377127227,90043.5172021679,81317.6189635422,103392.038535884,108312.441144315,131199.593797839,133390.925811525,147423.328192332,117889.60073026,104284.919468897,131157.960229963,140708.535515738,154518.474485187,181068.382580144,180790.24591273,186278.159316766,188038.000488887,142674.073976692,128093.056802971,165533.012570967,176216.767722382,204657.426543909
03344500,112239.302091658,93203.3486039502,91362.8084093863,81205.5702295245,90264.7208800167,53377.4159353593,12349.0818783712,0,43259.969597969,35835.8808667202,105095.423111938,54594.4708710694,73018.3002272077,80232.806305892,108089.515232612,118834.991345562,117753.605051516,141043.552943657,180555.025232306,405429.264313949,355535.602142347,359080.209479763,321339.555613332,332833.593025135,295764.717695832,319952.429367265,331627.908983459,322707.868991609,319922.055374582,286563.569522814,300505.234733899,318131.484043457,294142.801330661,324258.435406565,317022.995126747,299711.451897162,295465.537406671,297644.923908749,264601.175487971,271314.165729209,238688.452053596,214369.435802714,147034.836168283,211831.326588862,351347.380623374,343073.081044233,219421.652083944,335801.673710032,304303.704728108,290691.763674743,281085.001234005,269779.665363451,262716.969273491,169115.886630154,179873.546602856,222573.864421329,229916.555167386,261399.884057157,250877.399405499,245426.956957949,234362.705482748,223776.419217784,211093.685446747,222763.679703823,204675.050017878,160224.848774662,162363.791239122,165502.997031241,177101.869493407,183812.107664641,177339.631851377,183991.689364068,242838.318199492,245879.424869774,236091.321803644,112164.859684485,101197.879927809,91747.6655219095,99275.7100479866,105378.068749761,108330.189849143,120590.100065262,135785.673526059,142479.825096884,153380.757155819,123707.636634593,135442.533434921,139668.668290917,149129.550493408,154058.907218017,187181.42964851,253471.226461914,269555.56858824,236338.506374894,186766.062862896,204314.759976172,177319.507100986,91527.9446830518,60089.5675337477,65680.8254046394,51900.9677042557,43618.6533489819,70565.2507526178,65457.9528347407,75226.8665619834,69549.9767466647,100161.542837152,90774.2479693388,113636.838125627,116479.805069478,139875.916266725,141156.654537773,155386.65707521,129957.85132338,115907.400660903,141148.438153848,149806.17288352,163628.00443195,189206.68124753,189891.138365194,195075.066780106,195279.010316417,147941.036701973,132487.056970427,169375.139274721,179947.325505785,209439.992447498
03345500,154946.560637766,135333.829101279,134621.239525389,124352.237180072,132072.578097254,95956.8545384788,47032.2336089592,43259.9695979688,0,10456.0416451884,61866.7088833266,52763.689801075,44431.4877402839,41194.4452580169,76825.6510888857,83421.1491443656,80725.6740525963,98061.2216595042,140211.13701882,444218.104377254,394289.960369933,401075.856340542,364208.154944757,375378.450401838,338331.720072085,361993.111235554,372792.495409302,361129.409582409,358210.892541839,327253.021893474,336687.725670632,352035.944213684,327956.955652173,354333.041696645,346885.614980466,329814.582280825,323267.218573689,314814.697491949,276240.696830685,282375.386758434,246135.532632794,256721.702681208,189683.796682339,255088.386616142,394578.311046284,386316.801715044,262454.684237501,379061.642844384,347495.062762064,333847.326497967,324225.102933652,312872.229066115,305725.591810415,212126.624169161,221832.190263712,263850.275432066,270937.309263606,300069.115648365,290380.429682649,284739.155720388,273014.362245876,261753.929674997,249543.680718933,256854.676987754,238870.298294191,199876.589118577,201949.528961385,204925.861271664,217336.758284461,222961.394593632,214398.441890153,216393.55065768,278247.691631324,275760.566231498,263166.57739336,154741.065232717,143071.540528058,130872.718889679,134921.183907157,115866.072607911,126382.25335353,138053.455294599,151754.810780276,165508.447844678,174316.996593983,157796.593812019,162603.511744538,174547.312543183,180640.045233242,185560.044572819,214644.377243535,280196.038964202,291245.795300966,254943.370262283,203301.805665053,207889.767779186,169889.102916068,133579.281808147,100409.839291317,104167.51508559,90683.0964754192,79283.4139438062,104032.054931265,83909.3464523344,91766.5516921325,72145.4626524709,92469.9049248543,80673.5914056092,105346.64245736,97447.5886229631,121553.42211924,118845.385761124,133228.82846724,135881.292299046,117533.901538213,129448.10025474,132962.457351055,146241.053110655,166643.055154885,171582.5002067,175205.425426537,169100.576358835,116672.35292576,99325.7416397241,133798.726003689,143931.020792715,175502.290681536
