1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
0.860054736,0.918579493,0.445993039,0.740117072,0.728697074,0.755202847,0.782275757,0.7173897,0.760626843,0.552624462,0.895259398,0.743928944,0.778687994,0.766331384,0.655634832,0.745166338,0.790813272,0.807604474,0.769851823,0.794999511,0.759073216,0.778174515,0.772996398,0.770218772,0.738030749,0.780668566,0.682557266,0.747280341,0.81973616,0.740635521,0.781374923,0.81806233,0.858765034,0.893480506,0.91837201,0.909671349,0.916939994,0.916939994,0.856798345,0.905789183,0.858209737,0.764686768,0.773127537,0.789776563,0.773118572,0.761107337,0.764301747,0.7823893,0.737284637,0.764361182,0.782704156,0.772826922,0.784665456,0.78627878,0.77820676,0.731099717,0.730618198,0.755387071,0.755796558,0.750994383,0.775980714,0.705715908,0.709236914,0.73647976,0.734253294,0.759972665,0.733035828,0.701362657,0.636131415,0.670808559,0.677039899,0.588527207,0.613709984,0.62150076,0.60044881,0.626908053,0.644085375,0.646752113,0.677895162,0.629177774,0.6466647,0.641102163,0.640553247,0.6716045,0.725324677,0.696225461,0.605401798,0.643800302,0.584844727,0.690764022,0.645520983,0.594198179,0.554070388,0.504760011,0.50791731,0.582071703,0.598463326,0.623057116,0.604278279,0.529695112,0.629859841,0.691087865,0.724007275
0.849660334,0.909587326,0.434900366,0.738203827,0.730448174,0.741748671,0.763946317,0.706221312,0.75850467,0.522424208,0.904534668,0.668653714,0.738769574,0.737102227,0.637475893,0.703738587,0.728480285,0.784588185,0.696188291,0.777506108,0.751439867,0.770475111,0.775680061,0.73010037,0.656805784,0.762252758,0.650810683,0.709011218,0.765802737,0.717553078,0.759226245,0.803040514,0.80733986,0.889312499,0.8599924,0.864904847,0.856798345,0.863645713,0.863645713,0.897919835,0.880651097,0.745026431,0.746432222,0.776464931,0.766441595,0.752451745,0.756581817,0.770482504,0.719810841,0.747096745,0.773060176,0.764246913,0.770115816,0.757504007,0.774504313,0.702311752,0.738425601,0.723938802,0.755568948,0.720236973,0.751146788,0.68408759,0.686419574,0.712514525,0.704196473,0.720122685,0.732010195,0.713485172,0.656767386,0.679161147,0.662817033,0.587188623,0.592207198,0.614894947,0.598409389,0.631593006,0.63512424,0.630886078,0.680809399,0.630176889,0.649755834,0.640762221,0.637644416,0.689711413,0.731829225,0.685255545,0.651028721,0.678586075,0.592703493,0.683775398,0.634209169,0.557175322,0.538093703,0.472417787,0.47415692,0.557445436,0.590908913,0.611325937,0.593783048,0.515156315,0.623452525,0.670146166,0.715646057
0.802987198,0.842203261,0.379770241,0.648361688,0.673587487,0.699153146,0.71947889,0.692811784,0.69558154,0.56145965,0.885785724,0.795495641,0.817345772,0.805157351,0.693230749,0.778027888,0.828545655,0.748408178,0.802237352,0.721654602,0.684596548,0.704318012,0.701027717,0.809083633,0.781081105,0.713580219,0.728154463,0.796668525,0.864406854,0.797623431,0.733169489,0.754110828,0.905664882,0.820200748,0.897714596,0.905789183,0.897919835,0.924154217,0.843595437,0.924154217,0.904152766,0.688084231,0.70508401,0.757808041,0.730970149,0.729613432,0.728001011,0.740745611,0.659073314,0.681944316,0.743537318,0.724396547,0.746287056,0.758654384,0.748548465,0.697351614,0.697130607,0.709061794,0.725901055,0.737947715,0.757595203,0.701366012,0.685784789,0.725026451,0.708821164,0.744059181,0.713282936,0.648979611,0.548773803,0.6919086,0.671587161,0.591872148,0.563349691,0.624431556,0.600066287,0.63748746,0.64907917,0.652004409,0.681269637,0.648629047,0.657851848,0.671496478,0.665864386,0.61869503,0.657173127,0.707109183,0.579281417,0.57942691,0.607882199,0.71070588,0.619654541,0.550190736,0.506960141,0.466015461,0.467752109,0.575598221,0.523394368,0.595350877,0.540075151,0.494165946,0.601407046,0.613426214,0.637325072
0.853973889,0.90359432,0.43783809,0.741578694,0.752958894,0.778847372,0.804877018,0.650499076,0.791508377,0.538021768,0.812199126,0.77759863,0.760417634,0.765086741,0.6981118,0.752911588,0.759212149,0.844558496,0.757496839,0.82864826,0.804762276,0.813148816,0.735550319,0.791024824,0.748157804,0.825366324,0.70865028,0.771044493,0.857352773,0.816903396,0.841675566,0.859666019,0.900142742,0.904760771,0.855642828,0.858209737,0.880651097,0.904152766,0.858718597,0.843595437,0.858718597,0.788684354,0.791267268,0.717207576,0.701318187,0.698965853,0.693186156,0.724796347,0.749243309,0.77440688,0.696125555,0.691707976,0.706951497,0.828102211,0.698784407,0.768626819,0.6812158,0.789476212,0.713476394,0.668889894,0.68972201,0.654956656,0.629385001,0.66051924,0.673020303,0.681601629,0.643971141,0.733101249,0.678145306,0.596757291,0.597251597,0.545305264,0.625152936,0.574260917,0.557131335,0.567716035,0.580057414,0.567405152,0.604188769,0.562669494,0.575795521,0.554047479,0.571618221,0.719705451,0.75613848,0.636713882,0.625801912,0.675772135,0.552990732,0.639239447,0.586942348,0.529736685,0.549069974,0.434525022,0.4301247,0.505661865,0.606620454,0.541816747,0.618143319,0.457379668,0.54298383,0.714003475,0.761117623
0.820676538,0.864012758,0.423547374,0.705229494,0.720777424,0.765141384,0.788344772,0.718027254,0.75145839,0.70308259,0.796875313,0.803731482,0.925852264,0.905334756,0.872966854,0.940618045,0.945255755,0.823561198,0.930389556,0.797269394,0.781998997,0.780175637,0.75716734,0.816615808,0.964269217,0.812311677,0.876167396,0.904781798,0.847640024,0.858566118,0.83097886,0.835625809,0.752096992,0.862378847,0.75887462,0.771884049,0.764686768,0.745026431,0.688084231,0.956123404,0.956123404,0.742118363,0.757704145,0.81767576,0.770595628,0.789593742,0.781594149,0.812334848,0.680751515,0.745130426,0.784461011,0.761821834,0.805070256,0.813681193,0.784210187,0.792321541,0.75344746,0.800425814,0.802479529,0.745140333,0.792676414,0.679725373,0.709458055,0.745391468,0.701441639,0.76397098,0.724285044,0.707423277,0.569126081,0.709753505,0.674972684,0.607487677,0.173143072,0.619868639,0.595439573,0.62283373,0.644667009,0.652891139,0.704572232,0.672897836,0.647400184,0.674194959,0.677160746,0.707555185,0.761131439,0.710354714,0.619276735,0.656501203,0.59737767,0.714988647,0.59147632,0.532849639,0.544669853,0.486837194,0.493809552,0.551766154,0.611421328,0.626774863,0.646450745,0.527884607,0.647056272,0.718695611,0.748987988
0.820885155,0.797114404,0.602153645,0.812801145,0.780682918,0.826630527,0.845365826,0.688426294,0.84435324,0.728284208,0.781953456,0.800034288,0.936536324,0.921753489,0.898012096,0.955919258,0.941663111,0.934813867,0.925853188,0.933048391,0.880992424,0.894211493,0.793249585,0.836480586,0.963817903,0.951598258,0.893371332,0.930005529,0.860549302,0.877810322,0.869098045,0.845124746,0.750017751,0.797282388,0.767634851,0.7825659,0.773127537,0.746432222,0.70508401,0.788684354,0.742118363,0.984500022,0.984500022,0.801945782,0.748199016,0.777341701,0.760168839,0.787891686,0.909253394,0.916303651,0.779158282,0.760964215,0.778983183,0.829459103,0.773626796,0.860389929,0.74976661,0.894300212,0.786693942,0.730855902,0.761813454,0.747501611,0.706319638,0.724004826,0.769048836,0.742989942,0.730774668,0.741140963,0.707329094,0.686261585,0.655245731,0.608399933,0.640657261,0.616428497,0.603932913,0.602587217,0.643272061,0.635744065,0.684073198,0.647056192,0.64867309,0.644859106,0.662751401,0.731218956,0.773621963,0.700131165,0.688985098,0.687266359,0.568185866,0.694695894,0.597274405,0.522690456,0.635150407,0.479699551,0.500626657,0.553318794,0.669195718,0.64756805,0.653263552,0.503168463,0.59791344,0.76096965,0.802767504
0.830213741,0.800896162,0.624337248,0.821023985,0.794256953,0.849864241,0.867370112,0.813484747,0.866525309,0.722232162,0.760639711,0.841656657,0.934080139,0.914987398,0.880535665,0.94774629,0.947299882,0.948262732,0.944151595,0.929923054,0.869462771,0.893130718,0.79170775,0.862028324,0.955365234,0.968633772,0.87615483,0.915167253,0.854873361,0.863816626,0.891879161,0.858700934,0.759030592,0.803796946,0.779504996,0.789776563,0.776464931,0.757808041,0.717207576,0.791267268,0.757704145,0.986061842,0.990945165,0.986061842,0.948977497,0.943500267,0.929327492,0.910074998,0.894591822,0.915073375,0.928015026,0.918258772,0.928771403,0.849800921,0.878570162,0.88929669,0.882663556,0.923202271,0.886793912,0.84491076,0.870013586,0.788418953,0.79853758,0.814001863,0.831224702,0.850891133,0.764007793,0.738097419,0.705007378,0.733149737,0.735459226,0.589003544,0.516313955,0.576208766,0.566931859,0.614077838,0.611411569,0.608184297,0.758575227,0.663119906,0.625575433,0.626524659,0.599689121,0.727293326,0.781500581,0.750507332,0.672645211,0.690962289,0.590044873,0.737786772,0.641348162,0.65497411,0.651860436,0.587911406,0.597914575,0.623736504,0.675149914,0.66001276,0.674966679,0.638265321,0.686337007,0.775978033,0.815590341
0.845698879,0.851112178,0.617437916,0.853483003,0.835622078,0.881570965,0.899198429,0.835930863,0.88744311,0.695062587,0.756882859,0.818199233,0.906388175,0.882210414,0.83211165,0.905860194,0.90991738,0.954137995,0.918845707,0.943917599,0.900843173,0.91784684,0.888939396,0.836097459,0.905847013,0.958929608,0.83195604,0.885583265,0.840584334,0.833426759,0.917737797,0.896808485,0.742432856,0.847067895,0.751774825,0.773118572,0.766441595,0.730970149,0.701318187,0.81767576,0.801945782,0.948977497,0.95552452,0.990945165,0.95552452,0.969372164,0.936081147,0.941021314,0.916912575,0.931450986,0.929446049,0.924915404,0.932974005,0.846616934,0.886631963,0.878439537,0.911022118,0.91413967,0.916560997,0.845912785,0.874537579,0.784395161,0.813304238,0.827703875,0.82862881,0.854221724,0.735348087,0.749883292,0.745627617,0.73259826,0.738831656,0.591935807,0.595875168,0.588818785,0.582334677,0.624246723,0.62056596,0.617996054,0.758968048,0.665673029,0.632020434,0.630440988,0.608965351,0.738387239,0.801674,0.75898433,0.701904962,0.70494034,0.603847832,0.745353726,0.649709747,0.684689737,0.652607009,0.618138518,0.620941943,0.63641518,0.704241893,0.670307314,0.708873753,0.663319144,0.712853783,0.802146555,0.844754286
0.813138261,0.815429573,0.614184912,0.82779161,0.828529674,0.858528733,0.873326788,0.845344739,0.871454909,0.729085429,0.742092484,0.801849391,0.915844939,0.899229016,0.886266869,0.937683468,0.906292571,0.929848206,0.890675818,0.906421958,0.847860644,0.901704596,0.865754311,0.836019181,0.925675292,0.918007048,0.886475966,0.923188244,0.849287567,0.855773686,0.887558212,0.878846275,0.72877613,0.818330523,0.750813451,0.761107337,0.752451745,0.729613432,0.698965853,0.770595628,0.748199016,0.943500267,0.969372164,0.97049133,0.97049133,0.965186274,0.9488948,0.944452987,0.886342298,0.928237061,0.95448997,0.950952163,0.956453456,0.830308173,0.916416894,0.838375084,0.892174898,0.879566922,0.917409889,0.880643426,0.907503248,0.870288257,0.846651869,0.863511294,0.897684092,0.889685135,0.822269704,0.746479934,0.710460611,0.791288797,0.784570709,0.716580257,0.472441642,0.690038369,0.685081405,0.674857669,0.728858658,0.704221981,0.786088474,0.738432542,0.716441239,0.72299892,0.717297876,0.744666403,0.800796915,0.821042455,0.690037807,0.697551379,0.627326224,0.794649044,0.708854324,0.709580085,0.630428792,0.64032589,0.668141764,0.689360176,0.640394105,0.74052519,0.644124256,0.672929234,0.740557653,0.753447863,0.797779355
0.822956415,0.814347001,0.627497903,0.828778802,0.815818173,0.867870474,0.881210751,0.834801051,0.867738084,0.68968355,0.7652593,0.840021973,0.893734624,0.873907736,0.816719122,0.889845532,0.898453609,0.92865525,0.904561009,0.889987422,0.84376265,0.872973594,0.85713882,0.84779598,0.883212565,0.942323488,0.816878583,0.87501826,0.841067692,0.821665461,0.910656605,0.885342224,0.731688495,0.812029836,0.748574689,0.764301747,0.756581817,0.728001011,0.693186156,0.789593742,0.777341701,0.929327492,0.936081147,0.965186274,0.950523191,0.950523191,0.976751428,0.926459753,0.859365483,0.892645655,0.94673394,0.9674231,0.957281315,0.843279325,0.926463263,0.887636769,0.872165762,0.925912104,0.891890341,0.869164124,0.89043938,0.856822984,0.846078889,0.857855371,0.881672012,0.87310485,0.801072672,0.729017746,0.710041281,0.749331494,0.769156346,0.706668088,0.421867629,0.684528227,0.687419291,0.647604786,0.698696841,0.660048684,0.764787953,0.678817182,0.648660001,0.671857164,0.674315035,0.715492388,0.786036659,0.806609428,0.675134102,0.673768544,0.639897368,0.782623511,0.662139546,0.709089482,0.651909924,0.595027344,0.645847788,0.668567377,0.68253684,0.669536238,0.684021682,0.638616009,0.70498474,0.78444634,0.82302332
0.804585205,0.796496781,0.583973874,0.812456516,0.816478414,0.842766938,0.855964176,0.834954511,0.849134114,0.740753828,0.785767662,0.809626823,0.899001101,0.896092494,0.877800392,0.91733195,0.882015612,0.902571974,0.865200873,0.8948759,0.845181782,0.898193758,0.854884988,0.838542225,0.897188906,0.897687861,0.87534443,0.926121042,0.876811255,0.891555004,0.876380653,0.866103366,0.757715567,0.79786453,0.767613262,0.7823893,0.770482504,0.740745611,0.724796347,0.781594149,0.760168839,0.910074998,0.941021314,0.9488948,0.976751428,0.933007321,0.933007321,0.956155745,0.874099255,0.91114981,0.916398332,0.921243377,0.924784822,0.833238023,0.896447347,0.845654798,0.912856395,0.886011808,0.924514802,0.85168984,0.878867332,0.838030736,0.833380807,0.843132762,0.867091394,0.864493532,0.795531812,0.741281515,0.706102743,0.755732794,0.766488337,0.698832334,0.541017528,0.674280886,0.67180029,0.65552762,0.701361505,0.677036775,0.764146146,0.709143284,0.689545401,0.682478387,0.683718023,0.740997569,0.803855138,0.802347682,0.690933686,0.68433824,0.621246233,0.769680471,0.704174041,0.720216889,0.614413226,0.65664638,0.668423945,0.6835091,0.659033074,0.712371304,0.66603059,0.681784318,0.733062943,0.766955448,0.80853883
0.846645401,0.818118247,0.630445398,0.822052783,0.839312309,0.875968618,0.880205426,0.815040271,0.855203483,0.672265813,0.761849057,0.834882551,0.861085724,0.837168292,0.768967378,0.847551721,0.893872745,0.908223504,0.945671683,0.876887693,0.836491999,0.865319781,0.845001176,0.81305325,0.873879819,0.935997164,0.764315894,0.814021072,0.795727109,0.790027208,0.940707491,0.924211035,0.71762701,0.817177379,0.72906162,0.747064126,0.737284637,0.719810841,0.659073314,0.812334848,0.787891686,0.909253394,0.894591822,0.944452987,0.926459753,0.956155745,0.919797907,0.919797907,0.823129225,0.861470398,0.944780702,0.966674777,0.960513166,0.917066796,0.933343698,0.925445234,0.871102579,0.956841124,0.881824187,0.866388314,0.892278895,0.851267777,0.845871528,0.857041594,0.875188703,0.871839036,0.7968613,0.721740011,0.705639407,0.764153509,0.775970992,0.721206761,0.431824583,0.693913135,0.695233656,0.689172656,0.720920768,0.707964131,0.783525543,0.734936887,0.720957997,0.698024865,0.701532696,0.700052053,0.776042258,0.819588786,0.608181753,0.651191854,0.65376853,0.792735805,0.723382481,0.70795671,0.642558813,0.617545207,0.651194628,0.693734643,0.673240213,0.704693181,0.684431203,0.633342253,0.696537173,0.796541071,0.813555448
0.784633888,0.772211282,0.56121851,0.792471141,0.785974136,0.785728499,0.815207804,0.837718687,0.824771969,0.693529596,0.771981799,0.847011993,0.891833357,0.866569307,0.79534371,0.876681676,0.906882725,0.87045406,0.961878311,0.938784198,0.898905487,0.946469441,0.822919357,0.835355555,0.878181131,0.852700223,0.793597789,0.845680482,0.833259042,0.80877578,0.792853572,0.787136917,0.744189481,0.780760319,0.748496064,0.767437309,0.764361182,0.747096745,0.681944316,0.749243309,0.680751515,0.916303651,0.915073375,0.916912575,0.886342298,0.859365483,0.874099255,0.823129225,0.943901409,0.943901409,0.90106979,0.908878157,0.922119872,0.777875519,0.897659699,0.764382041,0.932387312,0.798020714,0.957460539,0.854855438,0.875017212,0.8386707,0.834585107,0.84177683,0.868376143,0.870083779,0.807986354,0.738655799,0.726161886,0.755124985,0.763349001,0.696984355,0.57401882,0.670825665,0.664488579,0.652360832,0.702550393,0.673619675,0.765614191,0.710276733,0.687944553,0.686249421,0.689666241,0.766930506,0.792101179,0.799767624,0.77750628,0.749337682,0.627651818,0.77184566,0.702775817,0.728242266,0.638206248,0.661214407,0.667431516,0.690030251,0.677649481,0.71848301,0.675749251,0.675390793,0.732383209,0.733627135,0.79319059
0.790238628,0.778564047,0.554777916,0.801044282,0.807515374,0.81408097,0.831499097,0.783095281,0.834309368,0.702184237,0.781337312,0.865621562,0.896454219,0.873702433,0.794934528,0.876177301,0.918708992,0.900952422,0.954781568,0.928283163,0.873829776,0.950249639,0.838406896,0.855963219,0.885608199,0.878840772,0.797250287,0.855441862,0.827479113,0.823367215,0.814589886,0.810360549,0.742606902,0.790577575,0.762909609,0.782704156,0.773060176,0.743537318,0.696125555,0.77440688,0.745130426,0.928015026,0.929446049,0.931450986,0.928237061,0.892645655,0.91114981,0.861470398,0.957386123,0.955920278,0.957386123,0.90212317,0.925969368,0.812278272,0.874946738,0.799031738,0.792144397,0.835851167,0.789818359,0.87004062,0.886398337,0.857052771,0.818039892,0.831783861,0.873293543,0.857613263,0.762669845,0.764800141,0.727039331,0.748780233,0.737699358,0.649838412,0.588803997,0.620684475,0.59645287,0.653155882,0.666099944,0.647643783,0.769322268,0.700640662,0.665273407,0.673042287,0.659868753,0.784616458,0.81611523,0.781328986,0.797607072,0.754084781,0.628834461,0.790788133,0.653919613,0.62986456,0.655158934,0.571372645,0.579391557,0.64282721,0.648903707,0.678135302,0.630162228,0.600414055,0.661984582,0.732685134,0.791283383
0.837830706,0.838972166,0.595443545,0.845454234,0.843971005,0.862790264,0.877294416,0.792652696,0.881138562,0.675721176,0.801473102,0.821122627,0.892889793,0.863127978,0.796760847,0.875945192,0.898620835,0.918319569,0.918342109,0.939639787,0.892163688,0.94423689,0.877141845,0.831632263,0.871233597,0.896991942,0.799209005,0.861286329,0.823202136,0.81340225,0.874826755,0.873146653,0.72170962,0.846748501,0.749716737,0.772826922,0.764246913,0.724396547,0.691707976,0.784461011,0.779158282,0.918258772,0.924915404,0.95448997,0.94673394,0.916398332,0.944780702,0.90106979,0.90212317,0.934184795,0.955920278,0.934184795,0.931527488,0.82930383,0.895236507,0.81078587,0.832703625,0.848869864,0.823826229,0.863164925,0.87293056,0.838485541,0.831891282,0.835215825,0.860447736,0.85317215,0.767245596,0.76137101,0.755694122,0.755853496,0.752049092,0.665833267,0.537418511,0.66105766,0.64412753,0.684059187,0.678125675,0.66913727,0.780717322,0.718631104,0.689102475,0.666511486,0.656828178,0.775614134,0.828940625,0.798387324,0.784638895,0.741549894,0.671686335,0.804765043,0.688122533,0.646256644,0.652785433,0.578271952,0.590173414,0.652195542,0.667342097,0.644796402,0.671203765,0.593475857,0.64833755,0.773061452,0.825116557
0.814173619,0.814751014,0.592699545,0.827766873,0.823484123,0.850011094,0.862013428,0.832582985,0.865745343,0.707853327,0.754375716,0.873741372,0.895478817,0.878426709,0.80231465,0.879430937,0.914434916,0.913955098,0.934858699,0.897887677,0.845878767,0.906962526,0.865496909,0.863681311,0.888567458,0.896463112,0.811642282,0.86529848,0.833698149,0.837971138,0.876145755,0.873489864,0.751350844,0.81874314,0.771568508,0.784665456,0.770115816,0.746287056,0.706951497,0.761821834,0.760964215,0.928771403,0.932974005,0.950952163,0.9674231,0.921243377,0.966674777,0.908878157,0.925969368,0.931527488,0.972761706,0.972761706,0.987276761,0.816552855,0.94440107,0.809769436,0.837972758,0.854437445,0.863173031,0.907307264,0.929353244,0.897775713,0.870972419,0.885662803,0.921688966,0.903790527,0.840366393,0.733995233,0.717274381,0.794768792,0.809276615,0.755425817,0.503356929,0.736878652,0.730844898,0.684710059,0.764766635,0.73321645,0.797407887,0.712879784,0.746494597,0.74105389,0.737393507,0.739478961,0.803983591,0.849214039,0.727556402,0.699973947,0.664019451,0.83905775,0.731695162,0.722003563,0.615131337,0.621647394,0.652886897,0.710712805,0.635671037,0.714892773,0.642229776,0.632628297,0.708902641,0.748111231,0.78522236
0.828293355,0.837224526,0.593760373,0.849654793,0.835960429,0.859748626,0.877497457,0.824277577,0.877685885,0.704829549,0.76852732,0.847749472,0.869070335,0.844236581,0.76441699,0.843046635,0.874664009,0.915760332,0.894667874,0.926440591,0.884294386,0.923947659,0.895967573,0.819247645,0.845058489,0.904978621,0.779862702,0.834806011,0.830881955,0.823453755,0.88315783,0.871636759,0.768906327,0.8351507,0.760061143,0.77820676,0.774504313,0.748548465,0.698784407,0.805070256,0.778983183,0.878570162,0.886631963,0.956453456,0.957281315,0.924784822,0.960513166,0.922119872,0.874946738,0.895236507,0.987276761,0.975600783,0.975600783,0.851363714,0.93823232,0.835563152,0.848826899,0.877018201,0.869378197,0.87660028,0.897857441,0.864489449,0.8491231,0.860312507,0.887541143,0.876129316,0.816361588,0.764655049,0.712634835,0.766567115,0.786728829,0.733107365,0.475238938,0.714738594,0.713665892,0.65802669,0.732853831,0.708037366,0.778546202,0.688470464,0.720636023,0.702524727,0.704129098,0.769792083,0.833486621,0.821414159,0.758796153,0.725964306,0.643600677,0.808378915,0.714638606,0.714726748,0.647043915,0.609859755,0.646035256,0.695026513,0.695893373,0.692134926,0.698351966,0.627361709,0.697703291,0.797245008,0.836100177
0.831466615,0.829050072,0.585102894,0.813956318,0.82781253,0.832440449,0.841651519,0.833252966,0.849730901,0.640856942,0.866022854,0.768019997,0.828309437,0.841207277,0.773981628,0.833221489,0.816470968,0.889213894,0.819909671,0.88215445,0.835754784,0.890066514,0.855599433,0.785277491,0.810883611,0.873838211,0.786771279,0.85079377,0.885336625,0.875935904,0.87119957,0.875232197,0.821307565,0.831791179,0.777132456,0.802585334,0.78627878,0.757504007,0.758654384,0.784210187,0.773626796,0.829459103,0.849800921,0.916416894,0.926463263,0.896447347,0.933343698,0.897659699,0.777875519,0.812278272,0.94440107,0.93823232,0.957984299,0.849772043,0.957984299,0.79526001,0.853710737,0.833751253,0.875458707,0.916068651,0.940954256,0.906920322,0.879046925,0.898338958,0.935399214,0.919119413,0.820935387,0.793772572,0.738545554,0.799236578,0.79239832,0.722513564,0.545838829,0.698348346,0.691949113,0.694276468,0.741526432,0.728669276,0.801248166,0.748613502,0.728274012,0.729556523,0.723296019,0.813531892,0.858600266,0.848795326,0.794415518,0.765620955,0.652377563,0.824353869,0.727030493,0.705916688,0.65332209,0.634616494,0.659941526,0.699723667,0.652643547,0.731735529,0.647337533,0.651615972,0.735269501,0.745889486,0.785530191
0.832910037,0.795975118,0.515084523,0.709523516,0.760866557,0.794128813,0.795137915,0.80830066,0.772468007,0.741504238,0.712137839,0.746950952,0.870342532,0.87383496,0.902059703,0.896956798,0.842293752,0.838212755,0.804470763,0.819763976,0.767355768,0.811585368,0.745171691,0.780319592,0.858970447,0.84260861,0.886779831,0.914408448,0.858919515,0.922099322,0.902965839,0.943911494,0.718921406,0.822881508,0.710331492,0.725366221,0.731099717,0.702311752,0.697351614,0.828102211,0.813681193,0.860389929,0.88929669,0.846616934,0.830308173,0.843279325,0.833238023,0.917066796,0.764382041,0.799031738,0.82930383,0.816552855,0.851363714,0.855247341,0.849772043,0.855247341,0.82355587,0.877622779,0.853373223,0.911753787,0.930644242,0.906921604,0.89063409,0.907309864,0.930119164,0.917774582,0.856808879,0.712318295,0.621864778,0.800712648,0.808810938,0.748712131,0.479403342,0.737548933,0.727354852,0.696832623,0.762328391,0.735605564,0.805366993,0.723859025,0.753445492,0.730040861,0.74179466,0.733100388,0.752212894,0.871177201,0.620438847,0.657829819,0.691870147,0.844087734,0.725206872,0.709791904,0.591717462,0.608422182,0.626206026,0.706481684,0.529310885,0.709417739,0.569381868,0.618207917,0.704260371,0.691389045,0.683044591
0.822356,0.76545031,0.646353804,0.760292158,0.793275524,0.847965122,0.83819468,0.732244353,0.817582517,0.746703839,0.885467216,0.752788007,0.885504894,0.884981953,0.901807932,0.91235966,0.856803011,0.884736842,0.830231158,0.84011617,0.788447856,0.811718345,0.660735581,0.787389735,0.881328344,0.906313952,0.891269104,0.920054432,0.856818993,0.896800196,0.948325514,0.89778038,0.716986323,0.763286722,0.710046061,0.730618198,0.738425601,0.697130607,0.6812158,0.768626819,0.792321541,0.882663556,0.911022118,0.878439537,0.838375084,0.887636769,0.845654798,0.925445234,0.792144397,0.832703625,0.81078587,0.809769436,0.835563152,0.851159873,0.79526001,0.954323557,0.851159873,0.973324633,0.884755278,0.798019881,0.826089669,0.74775843,0.770597409,0.798249086,0.788760756,0.813306504,0.669443681,0.671059961,0.614224199,0.653564095,0.695723359,0.599441749,0.464132635,0.565321747,0.561686283,0.582803248,0.59817456,0.568559784,0.703448543,0.595239478,0.582120363,0.558543255,0.561442161,0.65961674,0.70667273,0.723011118,0.553142829,0.603850629,0.608983611,0.714015888,0.581769377,0.619329931,0.628197676,0.517249937,0.51223115,0.547695268,0.644258484,0.569378006,0.654288838,0.53698178,0.596001795,0.765375972,0.763629706
0.802441415,0.751528596,0.631247,0.77460945,0.795047772,0.849362101,0.840269787,0.816369199,0.81552522,0.749041941,0.788506144,0.78043168,0.897067751,0.896715408,0.903352316,0.91902992,0.873174075,0.884140327,0.841816558,0.835397994,0.786674638,0.821659912,0.681823933,0.808544289,0.894731905,0.912717787,0.895988214,0.929486972,0.876319921,0.911360488,0.917996714,0.889662047,0.737261083,0.752630548,0.73947703,0.75475794,0.755387071,0.723938802,0.709061794,0.75344746,0.74976661,0.894300212,0.923202271,0.892174898,0.872165762,0.912856395,0.871102579,0.932387312,0.798020714,0.835851167,0.837972758,0.848826899,0.853710737,0.877622779,0.82355587,0.973324633,0.954323557,0.971177465,0.984129538,0.778050396,0.786112481,0.707616241,0.749762523,0.755446307,0.741347945,0.775859431,0.713227332,0.695684999,0.630039396,0.661199848,0.663492296,0.576153863,0.52305117,0.563926561,0.566075691,0.5966903,0.576915414,0.560343621,0.68868814,0.616457297,0.592925422,0.560703038,0.564625319,0.679386175,0.72622891,0.695951896,0.587145347,0.624219564,0.573765083,0.676032795,0.6192191,0.671252868,0.637242926,0.617256565,0.61558179,0.605678739,0.643416582,0.65924366,0.640234524,0.671860731,0.718989356,0.763810904,0.772282026
0.837316079,0.786170769,0.635764918,0.791150104,0.812655863,0.864249125,0.860203836,0.809497382,0.843818139,0.752919925,0.727011225,0.778381914,0.894713216,0.896150838,0.907988271,0.918821716,0.867113024,0.911592085,0.832413387,0.866548202,0.810322938,0.843999289,0.685956979,0.808468199,0.886516339,0.935954874,0.899619358,0.932611195,0.880994072,0.925709722,0.947443587,0.905776124,0.741986539,0.785573937,0.740681488,0.755796558,0.755568948,0.725901055,0.713476394,0.789476212,0.800425814,0.886793912,0.916560997,0.91413967,0.879566922,0.925912104,0.886011808,0.956841124,0.789818359,0.823826229,0.848869864,0.854437445,0.877018201,0.884755278,0.833751253,0.984129538,0.971177465,0.991184657,0.964204566,0.799489011,0.804792517,0.733438638,0.779071701,0.781938439,0.76258134,0.792776225,0.715111951,0.707410603,0.649857435,0.688478605,0.691774825,0.611232594,0.531800766,0.592320536,0.587704695,0.613424616,0.600462033,0.589585079,0.714538935,0.650550893,0.615019222,0.580487412,0.592476141,0.681460041,0.745551549,0.727003857,0.569635377,0.63504393,0.605634118,0.697205947,0.656698494,0.677957296,0.639216955,0.628996086,0.632832449,0.632958305,0.664702979,0.658918752,0.670754484,0.67294599,0.718777368,0.791906977,0.794828032
