1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
0.764954134,0.709400042,0.677411841,0.76602465,0.72219018,0.808482671,0.805176,0.814273436,0.789838739,0.736257392,0.824707516,0.75900711,0.954907071,0.955252386,0.954934199,0.954934199,0.865323062,0.983344465,0.796912328,0.888056664,0.809010938,0.85795868,0.772719295,0.724444492,0.876144469,0.920061245,0.948357233,0.929832878,0.805791482,0.877193887,0.872472012,0.854599444,0.645244903,0.782941118,0.690795049,0.700160999,0.687308124,0.655634832,0.637475893,0.805157351,0.765086741,0.872966854,0.898012096,0.914987398,0.882210414,0.899229016,0.873907736,0.896092494,0.768967378,0.79534371,0.873702433,0.863127978,0.878426709,0.773981628,0.844236581,0.902059703,0.884981953,0.903352316,0.896150838,0.813253729,0.82580628,0.784162033,0.770988752,0.78676091,0.814835683,0.811692351,0.740114501,0.620211213,0.574413125,0.690640445,0.696015137,0.593659519,0.434369586,0.587623576,0.571000599,0.611424599,0.625958411,0.599505568,0.712698528,0.647717061,0.61709784,0.585986649,0.59611469,0.604464236,0.649560981,0.733312859,0.565359989,0.556570332,0.61518183,0.725544601,0.675702603,0.686446967,0.626534758,0.601705221,0.609457347,0.628812441,0.640940808,0.673909113,0.637731188,0.665455239,0.713709293,0.74324171,0.736092445
0.816818165,0.781754349,0.639932507,0.80545718,0.772477828,0.837162372,0.841433194,0.800094816,0.837026384,0.703289169,0.802301961,0.826146474,0.967364862,0.943707515,0.865323062,0.938335106,0.938335106,0.901571373,0.883722507,0.817901023,0.748547821,0.761444885,0.720435463,0.800848125,0.93024948,0.914969886,0.935351081,0.952511972,0.871544313,0.896707554,0.867009098,0.795623462,0.730134284,0.692355817,0.767725175,0.783210653,0.768163307,0.745166338,0.703738587,0.693230749,0.6981118,0.940618045,0.955919258,0.880535665,0.83211165,0.886266869,0.816719122,0.877800392,0.847551721,0.876681676,0.794934528,0.796760847,0.80231465,0.833221489,0.76441699,0.896956798,0.901807932,0.91902992,0.907988271,0.718558238,0.744720643,0.705274623,0.693782715,0.697841224,0.756536751,0.729242551,0.656379671,0.713660197,0.665861481,0.598746847,0.622897825,0.467831683,0.614714637,0.47212619,0.468706729,0.502125705,0.492449202,0.502601802,0.637684913,0.534841513,0.506270185,0.488839377,0.486528962,0.690956863,0.734367042,0.621697351,0.659139824,0.64624936,0.483074003,0.59458299,0.586124051,0.676662451,0.652250964,0.625729804,0.629307482,0.592890724,0.667776133,0.629570409,0.661308392,0.710682912,0.724089355,0.767495978,0.782666476
0.83665483,0.832621554,0.589802149,0.826009005,0.804950221,0.832420785,0.846178936,0.819874816,0.855793356,0.714071323,0.813235813,0.836551726,0.981934338,0.983344465,0.901571373,0.962463891,0.974473343,0.962463891,0.931862421,0.892036115,0.819018028,0.850758,0.765674669,0.835889207,0.919206531,0.958052857,0.863107964,0.897382804,0.867036003,0.849831078,0.889734553,0.844396132,0.769570613,0.773734395,0.801835626,0.81620976,0.803299205,0.790813272,0.728480285,0.778027888,0.752911588,0.945255755,0.941663111,0.94774629,0.905860194,0.937683468,0.889845532,0.91733195,0.893872745,0.906882725,0.876177301,0.875945192,0.879430937,0.816470968,0.843046635,0.842293752,0.91235966,0.873174075,0.918821716,0.799939172,0.822061828,0.762478204,0.764291288,0.773274053,0.806551547,0.808419826,0.739011497,0.753513782,0.698748923,0.690328007,0.704356882,0.56283621,0.719205956,0.561474797,0.55006835,0.588712168,0.589246435,0.588454244,0.720002757,0.631796662,0.601240214,0.58071526,0.574017917,0.734886038,0.782381993,0.707842874,0.706508387,0.701026655,0.563495089,0.690261691,0.65772053,0.692904528,0.63487111,0.616497973,0.626626366,0.624883676,0.690853948,0.652826359,0.676855517,0.68269026,0.71918741,0.774381184,0.809987299
0.849808222,0.849280026,0.598695176,0.8353763,0.837033749,0.875314287,0.887648806,0.815276071,0.86829389,0.696129193,0.819449276,0.860783047,0.905688922,0.885875141,0.796912328,0.883722507,0.931862421,0.974473343,0.917210287,0.948625027,0.882866528,0.907990057,0.799724764,0.870882576,0.914041185,0.927239383,0.884854193,0.933408966,0.892089265,0.881625463,0.861236377,0.84084838,0.770188641,0.82845154,0.80066249,0.821018251,0.807604474,0.784588185,0.748408178,0.828545655,0.759212149,0.934813867,0.948262732,0.947299882,0.90991738,0.906292571,0.898453609,0.882015612,0.87045406,0.900952422,0.918708992,0.898620835,0.914434916,0.838212755,0.874664009,0.884736842,0.856803011,0.911592085,0.867113024,0.841377742,0.867237552,0.800112852,0.79117907,0.812533313,0.835977338,0.840872702,0.803922219,0.747865697,0.728793457,0.742087653,0.733555802,0.603817542,0.689485053,0.617352923,0.597334624,0.641734794,0.642264803,0.643178956,0.756322634,0.684621643,0.650726996,0.654079133,0.639434464,0.725103103,0.781866734,0.769441881,0.69923515,0.686741662,0.616874028,0.758254282,0.674000406,0.667005205,0.648193625,0.588943088,0.600963315,0.642998511,0.700049308,0.67664785,0.700643196,0.646444908,0.708468484,0.800532022,0.8268326
0.8099839,0.806307561,0.571407307,0.823787359,0.820274664,0.82894049,0.843701719,0.830696629,0.854617004,0.698632039,0.764984767,0.868917865,0.915726942,0.888056664,0.817901023,0.892036115,0.948625027,0.917210287,0.952676343,0.938317648,0.886073032,0.903458329,0.863966551,0.838247769,0.904214711,0.942740684,0.803065024,0.853170786,0.845726242,0.83008597,0.910314029,0.885896669,0.773998946,0.839875254,0.777094577,0.787863297,0.780544236,0.769851823,0.696188291,0.844558496,0.823561198,0.930389556,0.925853188,0.954137995,0.929848206,0.92865525,0.902571974,0.908223504,0.945671683,0.961878311,0.918319569,0.913955098,0.915760332,0.819909671,0.889213894,0.804470763,0.884140327,0.841816558,0.907507297,0.852836893,0.868979605,0.846889637,0.819515349,0.828012818,0.86952225,0.857665515,0.807126603,0.78041003,0.744423672,0.761227912,0.745278306,0.692616916,0.693248703,0.679818921,0.673478082,0.663923756,0.710511772,0.687139634,0.758095728,0.721018388,0.700390697,0.698125648,0.705311592,0.786839296,0.814351311,0.79259129,0.772457574,0.762932247,0.622911412,0.776200476,0.706851252,0.701933519,0.656192758,0.626973721,0.649754174,0.672134881,0.6957925,0.727481479,0.683877967,0.665715182,0.736507967,0.761610932,0.81362612
0.844852924,0.848531342,0.550004183,0.832861694,0.823108698,0.848184398,0.872670892,0.805989716,0.873421382,0.644737584,0.700504098,0.846428057,0.84399455,0.809010938,0.748547821,0.819018028,0.882866528,0.938317648,0.906640835,0.952676343,0.906640835,0.96037753,0.848543594,0.865587583,0.905976762,0.895889297,0.828841569,0.861213141,0.828491171,0.827817084,0.827683902,0.835746909,0.767567122,0.816591206,0.79192679,0.804174939,0.794999511,0.777506108,0.721654602,0.802237352,0.757496839,0.933048391,0.929923054,0.944151595,0.918845707,0.890675818,0.904561009,0.865200873,0.938784198,0.928283163,0.954781568,0.918342109,0.934858699,0.819763976,0.894667874,0.84011617,0.830231158,0.866548202,0.832413387,0.877780421,0.892176636,0.856310939,0.824034644,0.840663567,0.881527774,0.871626434,0.78672861,0.76136116,0.736905931,0.771832215,0.756862908,0.658059863,0.599613498,0.660300236,0.636704565,0.687162847,0.689598941,0.681112225,0.78583709,0.725672536,0.692993809,0.68780928,0.687002188,0.781639873,0.813748445,0.796158605,0.75215548,0.741436415,0.659407074,0.804537256,0.686887015,0.665067686,0.643625822,0.599360425,0.611156758,0.668541481,0.715409912,0.695185276,0.720307913,0.623482537,0.684929677,0.801868786,0.844717926
0.817767228,0.838396998,0.50965681,0.800980705,0.79250153,0.816993288,0.8431567,0.821082425,0.839742071,0.691877123,0.727211147,0.89336271,0.888142508,0.85795868,0.761444885,0.850758,0.907990057,0.886073032,0.96037753,0.950605609,0.950605609,0.944285431,0.850923703,0.824932325,0.853817134,0.912010934,0.771318807,0.797625443,0.776890747,0.770899431,0.873964118,0.836151106,0.736310832,0.848882305,0.756714856,0.760210105,0.759073216,0.751439867,0.684596548,0.82864826,0.797269394,0.880992424,0.869462771,0.943917599,0.906421958,0.889987422,0.8948759,0.876887693,0.898905487,0.873829776,0.939639787,0.897887677,0.926440591,0.767355768,0.88215445,0.788447856,0.835397994,0.810322938,0.863052142,0.859343694,0.88795642,0.86797607,0.811914448,0.832636334,0.887881186,0.860772532,0.767252851,0.736866329,0.752036839,0.77990453,0.726910363,0.658237238,0.575699136,0.649729577,0.632410966,0.679768525,0.688728551,0.681987002,0.770642458,0.732115035,0.691144747,0.706139676,0.696657195,0.760979957,0.788623499,0.792936822,0.673476477,0.731940021,0.62060758,0.776071899,0.652861169,0.648504549,0.592605249,0.617771619,0.602100405,0.634602833,0.692576043,0.730158128,0.707949612,0.655414509,0.736231453,0.783777684,0.829135466
0.815218864,0.820081632,0.529821148,0.813211146,0.843945805,0.843524015,0.856621901,0.782107291,0.853260545,0.649255315,0.844158309,0.794652876,0.7814579,0.772719295,0.720435463,0.765674669,0.799724764,0.903458329,0.848543594,0.944285431,0.921625562,0.921625562,0.805565258,0.863623809,0.860122948,0.869010017,0.763429476,0.825165741,0.831886466,0.801352405,0.840973623,0.835152293,0.762030317,0.829920775,0.769299623,0.78372609,0.778174515,0.770475111,0.704318012,0.804762276,0.781998997,0.894211493,0.893130718,0.900843173,0.847860644,0.84376265,0.845181782,0.836491999,0.946469441,0.950249639,0.892163688,0.845878767,0.884294386,0.811585368,0.835754784,0.811718345,0.786674638,0.843999289,0.820652076,0.839185006,0.869548976,0.789517613,0.783104843,0.812743792,0.802010306,0.841779548,0.783967163,0.785733854,0.75674457,0.776903951,0.692966226,0.632444312,0.690559143,0.608465239,0.595259591,0.649895566,0.664929259,0.661555859,0.753992347,0.727442159,0.674398427,0.710950765,0.694973717,0.8025643,0.841500574,0.764532051,0.769507797,0.783342763,0.610824377,0.774352195,0.615107947,0.581858954,0.641928709,0.583891543,0.590536844,0.621780362,0.68804975,0.716814539,0.701463329,0.627477364,0.714917508,0.774516824,0.8271725
0.862798721,0.876296847,0.587693327,0.868256281,0.826170913,0.898553502,0.92325047,0.80522294,0.927474014,0.664000991,0.854307131,0.852838097,0.847434983,0.831867428,0.724444492,0.800848125,0.835889207,0.863966551,0.838247769,0.850923703,0.805565258,0.830971162,0.830971162,0.919695517,0.735502146,0.870162166,0.703277513,0.758773421,0.717235188,0.723836755,0.846504032,0.846459796,0.677869831,0.814845069,0.766967599,0.788528777,0.772996398,0.775680061,0.701027717,0.813148816,0.780175637,0.793249585,0.79170775,0.91784684,0.901704596,0.872973594,0.898193758,0.865319781,0.822919357,0.838406896,0.94423689,0.906962526,0.923947659,0.745171691,0.890066514,0.660735581,0.821659912,0.685956979,0.84098308,0.876945473,0.891057363,0.829602454,0.841338685,0.858550759,0.841299104,0.865269727,0.784007634,0.608066806,0.68872902,0.796391056,0.747220951,0.704394598,0.455107791,0.695175563,0.677937404,0.719713096,0.732652937,0.714772929,0.791804526,0.771055567,0.739096427,0.741313356,0.734333098,0.67659875,0.687236983,0.824430844,0.672894836,0.629147791,0.682118301,0.825484423,0.700581611,0.640691712,0.594824162,0.608664077,0.627589631,0.674816085,0.70693716,0.721188204,0.703841732,0.624372713,0.704326948,0.685070844,0.803255107
0.850947101,0.834992496,0.49266686,0.810268183,0.82968472,0.894816239,0.908448638,0.851675181,0.91152042,0.70580345,0.818569925,0.775544613,0.905803186,0.890496212,0.876144469,0.93024948,0.919206531,0.870882576,0.904214711,0.865587583,0.824932325,0.863623809,0.919695517,0.775098584,0.775098584,0.865259459,0.720930928,0.80055167,0.82169902,0.765238543,0.845246187,0.845926136,0.754179931,0.877939455,0.779651637,0.798723793,0.783396706,0.770218772,0.73010037,0.735550319,0.75716734,0.816615808,0.836480586,0.888939396,0.865754311,0.85713882,0.854884988,0.845001176,0.81305325,0.835355555,0.877141845,0.865496909,0.895967573,0.785277491,0.855599433,0.780319592,0.681823933,0.808544289,0.818602172,0.83073206,0.858498652,0.822285555,0.787686267,0.81421281,0.850881557,0.841804958,0.772365762,0.725750757,0.65627529,0.734529282,0.748531253,0.697037613,0.397807145,0.671496112,0.664944421,0.478989519,0.707420434,0.710002104,0.654173993,0.499975127,0.688088729,0.725378128,0.731562388,0.721312982,0.771899191,0.773214668,0.691039984,0.694157946,0.56431392,0.786680447,0.662631585,0.706394618,0.609980666,0.596151003,0.634218367,0.661592561,0.644202173,0.696829202,0.669049402,0.621183306,0.698371927,0.750272019,0.824402872
0.803119055,0.780638735,0.625308631,0.809429931,0.768216499,0.80826882,0.830402472,0.860500059,0.8245349,0.721198171,0.846095481,0.800569964,0.93142492,0.920061245,0.914969886,0.958052857,0.927239383,0.914041185,0.895889297,0.905976762,0.853817134,0.860122948,0.735502146,0.822658347,0.966127478,0.822658347,0.887066406,0.91271376,0.843730104,0.861767137,0.821031217,0.795333661,0.744085467,0.844022588,0.752308099,0.756462807,0.754467214,0.738030749,0.656805784,0.809083633,0.791024824,0.964269217,0.963817903,0.862028324,0.836097459,0.836019181,0.84779598,0.838542225,0.873879819,0.878181131,0.855963219,0.831632263,0.863681311,0.810883611,0.819247645,0.858970447,0.787389735,0.894731905,0.808468199,0.81540651,0.827706356,0.79286274,0.789230249,0.800313766,0.802389081,0.805420815,0.688790756,0.722071017,0.70746308,0.704311913,0.696705924,0.661621071,0.636063609,0.657376731,0.648570749,0.66811848,0.671220499,0.654298108,0.717085452,0.695577172,0.665154615,0.644260531,0.644875513,0.705715425,0.747063555,0.763364644,0.668245076,0.678612397,0.670046811,0.781465011,0.669511482,0.657873946,0.647727888,0.581996239,0.595720106,0.650950173,0.703113396,0.683286273,0.685243042,0.59745966,0.684570307,0.772212137,0.79573625
0.840841306,0.842336211,0.623642776,0.838235648,0.790266909,0.855537833,0.875676027,0.796193355,0.856354705,0.716761194,0.825058768,0.681196626,0.878700845,0.876171204,0.948357233,0.935351081,0.863107964,0.942740684,0.803065024,0.912010934,0.869010017,0.870162166,0.865259459,0.720930928,0.887066406,0.966127478,0.92513757,0.958149089,0.887355736,0.905816634,0.870487187,0.845491458,0.748499186,0.784018793,0.784160259,0.789578412,0.780668566,0.762252758,0.713580219,0.781081105,0.748157804,0.951598258,0.968633772,0.955365234,0.905847013,0.925675292,0.883212565,0.897188906,0.852700223,0.878840772,0.885608199,0.871233597,0.888567458,0.84260861,0.845058489,0.906313952,0.881328344,0.935954874,0.886516339,0.818233049,0.848897664,0.76881259,0.762627672,0.781984776,0.809106238,0.825194612,0.764046725,0.728156939,0.691311176,0.722327274,0.723862328,0.568109046,0.597173045,0.560291423,0.547445912,0.599960526,0.597260112,0.603369792,0.74770825,0.655181856,0.618095232,0.628569545,0.609896058,0.707265063,0.762864839,0.718069585,0.649411712,0.668326224,0.565892133,0.711454892,0.635451205,0.662336854,0.657797487,0.603473048,0.609715372,0.635458343,0.698794039,0.676493029,0.691998403,0.662420657,0.710617104,0.796821591,0.826231778
0.768134315,0.734879219,0.657239702,0.777809868,0.717950966,0.801203887,0.80266213,0.814768438,0.793730088,0.718263571,0.889531962,0.756723121,0.927414382,0.933624311,0.929832878,0.952511972,0.897382804,0.884854193,0.853170786,0.828841569,0.771318807,0.763429476,0.703277513,0.80055167,0.91271376,0.92513757,0.937112193,0.937112193,0.820906909,0.880472102,0.932609616,0.88570647,0.666882326,0.840364398,0.715057431,0.72287212,0.705357891,0.682557266,0.650810683,0.825366324,0.812311677,0.876167396,0.893371332,0.958929608,0.918007048,0.942323488,0.897687861,0.935997164,0.764315894,0.793597789,0.896991942,0.896463112,0.904978621,0.786771279,0.873838211,0.886779831,0.912717787,0.895988214,0.932508166,0.848401781,0.874832517,0.845500398,0.804043885,0.826959883,0.867502036,0.862447698,0.800840528,0.645326339,0.60659627,0.771780185,0.735859053,0.651617126,0.416100748,0.626513745,0.620134555,0.637448606,0.680570072,0.669826961,0.751529733,0.701810024,0.684270615,0.694036656,0.687535839,0.627707825,0.672843085,0.775321433,0.590217174,0.579478162,0.582340557,0.742170446,0.689782272,0.677930199,0.619350342,0.643179186,0.66054959,0.672841158,0.643910004,0.718742783,0.643038381,0.680896321,0.753349553,0.753228948,0.760138314
0.820746882,0.782089543,0.622952143,0.800818772,0.783762504,0.827864942,0.837576015,0.78420025,0.830421381,0.657826831,0.868975535,0.79504791,0.891129405,0.895396646,0.805791482,0.871544313,0.867036003,0.933408966,0.845726242,0.861213141,0.797625443,0.825165741,0.758773421,0.82169902,0.843730104,0.958149089,0.820906909,0.906396903,0.906396903,0.930897395,0.868705158,0.806898621,0.735062133,0.72596658,0.765120589,0.781678926,0.772341217,0.747280341,0.709011218,0.728154463,0.70865028,0.904781798,0.930005529,0.87615483,0.83195604,0.886475966,0.816878583,0.87534443,0.814021072,0.845680482,0.797250287,0.799209005,0.811642282,0.85079377,0.779862702,0.914408448,0.891269104,0.929486972,0.899619358,0.736819268,0.775109578,0.710414736,0.714897166,0.723470659,0.766285471,0.753693327,0.670913241,0.69887183,0.657367501,0.62968629,0.64024383,0.467058148,0.487556374,0.480935587,0.474055273,0.519618613,0.504590286,0.525081611,0.657033396,0.555938762,0.524627438,0.522014674,0.506574297,0.681552391,0.736296791,0.643910146,0.652282795,0.640557983,0.47576718,0.624247028,0.584815777,0.657909049,0.639851102,0.608443455,0.616325546,0.58652904,0.657068844,0.62929247,0.662991281,0.688027497,0.721913558,0.771066015,0.788788748
0.846080913,0.832043454,0.516687872,0.772512089,0.802412913,0.796093063,0.810150511,0.807754469,0.799072076,0.704375657,0.875140908,0.754881105,0.872194809,0.889604296,0.877193887,0.896707554,0.849831078,0.892089265,0.83008597,0.828491171,0.776890747,0.831886466,0.717235188,0.765238543,0.861767137,0.887355736,0.880472102,0.930897395,0.932629066,0.932629066,0.92001683,0.868322428,0.825271602,0.783487514,0.816449172,0.829034729,0.825795231,0.81973616,0.765802737,0.796668525,0.771044493,0.847640024,0.860549302,0.915167253,0.885583265,0.923188244,0.87501826,0.926121042,0.795727109,0.833259042,0.855441862,0.861286329,0.86529848,0.885336625,0.834806011,0.858919515,0.920054432,0.876319921,0.932611195,0.788309859,0.817875182,0.765248831,0.766433127,0.779164907,0.810111655,0.799831525,0.698787958,0.743629105,0.673228558,0.686745329,0.692187617,0.54723798,0.645921055,0.55744854,0.547146268,0.589112979,0.584627398,0.588057936,0.705383377,0.625040724,0.593823054,0.588357945,0.5814985,0.730847868,0.75744194,0.711707889,0.666957235,0.682744272,0.572666598,0.701484338,0.630350197,0.671298918,0.619487439,0.598778032,0.606508082,0.615873005,0.597988467,0.648342694,0.598717861,0.665554596,0.72246675,0.716968283,0.751808632
0.825588279,0.780620695,0.600683874,0.768180481,0.777972231,0.801899204,0.812018077,0.747239257,0.793891234,0.705110847,0.900757297,0.800282273,0.87403229,0.872472012,0.867009098,0.889734553,0.861236377,0.881625463,0.827683902,0.827817084,0.770899431,0.801352405,0.723836755,0.821031217,0.870487187,0.905816634,0.868705158,0.92001683,0.913423102,0.956511403,0.913423102,0.902080965,0.758567405,0.848526909,0.764475257,0.775969417,0.763320629,0.740635521,0.717553078,0.864406854,0.857352773,0.858566118,0.877810322,0.854873361,0.840584334,0.849287567,0.841067692,0.876811255,0.790027208,0.80877578,0.827479113,0.823202136,0.833698149,0.875935904,0.830881955,0.922099322,0.856818993,0.911360488,0.880994072,0.792333101,0.799318068,0.754830597,0.750961612,0.769150834,0.779930742,0.799663373,0.73071319,0.695083444,0.636920953,0.703672867,0.705903983,0.619020795,0.530301188,0.6367332,0.615292585,0.654341617,0.646904662,0.645541177,0.709642782,0.669300346,0.657140339,0.632192715,0.64220138,0.689486354,0.716655888,0.727472621,0.635604077,0.637340644,0.6366974,0.73215209,0.654073157,0.61842164,0.628779581,0.511215373,0.527394007,0.59495747,0.642053068,0.597731103,0.655647615,0.551493983,0.632885588,0.757607714,0.744015097
0.868205339,0.854044412,0.617396984,0.829695714,0.830898343,0.869159035,0.881438781,0.768715843,0.858849698,0.664984652,0.744082066,0.786387498,0.846697609,0.854599444,0.795623462,0.844396132,0.84084838,0.910314029,0.835746909,0.873964118,0.840973623,0.846504032,0.845246187,0.795333661,0.845491458,0.932609616,0.806898621,0.868322428,0.902080965,0.90282335,0.956511403,0.90282335,0.784503382,0.791855451,0.770997036,0.785241348,0.781374923,0.759226245,0.733169489,0.797623431,0.816903396,0.869098045,0.891879161,0.863816626,0.833426759,0.855773686,0.821665461,0.891555004,0.792853572,0.814589886,0.823367215,0.81340225,0.837971138,0.902965839,0.823453755,0.948325514,0.896800196,0.947443587,0.925709722,0.791318103,0.808515892,0.799929089,0.745005594,0.765090308,0.826766077,0.793006895,0.705253897,0.711492328,0.716100894,0.651979088,0.668140278,0.55585957,0.523052419,0.540830084,0.522783952,0.571287235,0.581531556,0.569478815,0.678965762,0.601447896,0.569383398,0.561654039,0.565161019,0.708506971,0.751455721,0.673896702,0.625458356,0.647352005,0.557483731,0.677795105,0.61155515,0.64120676,0.619890015,0.573385235,0.580477862,0.592721436,0.665671527,0.648590447,0.673154774,0.635302922,0.693592813,0.785675237,0.80134603
0.873735512,0.869732865,0.559130709,0.812620626,0.840641595,0.858192828,0.865699839,0.824832609,0.844590699,0.532330487,0.7956312,0.753088674,0.753981734,0.764193628,0.645244903,0.730134284,0.769570613,0.885896669,0.773998946,0.836151106,0.835152293,0.846459796,0.845926136,0.754179931,0.744085467,0.88570647,0.666882326,0.735062133,0.825271602,0.758567405,0.950137403,0.950137403,0.827638785,0.853044622,0.80107277,0.811048947,0.81806233,0.803040514,0.754110828,0.841675566,0.83097886,0.845124746,0.858700934,0.917737797,0.887558212,0.910656605,0.876380653,0.940707491,0.787136917,0.810360549,0.874826755,0.876145755,0.88315783,0.943911494,0.87119957,0.89778038,0.917996714,0.905776124,0.961385931,0.836286613,0.85433831,0.844452021,0.806471206,0.823750409,0.866542922,0.847368486,0.805033044,0.747457314,0.742019638,0.762659279,0.745247176,0.68300832,0.560224149,0.661219154,0.653147753,0.626574233,0.688286576,0.654723224,0.734294572,0.684709529,0.676413988,0.689254299,0.693580718,0.735979545,0.766903361,0.783253811,0.599868571,0.671283582,0.605701613,0.758546174,0.680148662,0.682462272,0.592198688,0.622354586,0.641504872,0.663218554,0.622627782,0.71554106,0.640460274,0.661344476,0.739291818,0.751447207,0.747404908
0.786825044,0.839938078,0.423110685,0.679097507,0.714887533,0.730060754,0.742963969,0.805304075,0.725329763,0.575712767,0.916316748,0.818220651,0.801820125,0.782941118,0.692355817,0.773734395,0.82845154,0.770188641,0.816591206,0.767567122,0.736310832,0.762030317,0.677869831,0.844022588,0.784018793,0.748499186,0.72596658,0.783487514,0.848526909,0.791855451,0.784503382,0.827638785,0.865589362,0.872360019,0.825514197,0.828847368,0.837140988,0.858765034,0.80733986,0.859666019,0.835625809,0.752096992,0.750017751,0.896808485,0.878846275,0.885342224,0.866103366,0.924211035,0.71762701,0.744189481,0.873146653,0.873489864,0.871636759,0.821307565,0.875232197,0.718921406,0.889662047,0.737261083,0.921864973,0.835677061,0.85027387,0.835829959,0.800720127,0.820443018,0.857493116,0.839695832,0.817259102,0.744493808,0.622399018,0.777284434,0.751686067,0.692857032,0.641593056,0.679259082,0.668020767,0.634174331,0.699665603,0.659536893,0.743250357,0.690241133,0.693181793,0.707964224,0.708981184,0.733314496,0.755013619,0.794021837,0.621568764,0.678619629,0.632507364,0.780377089,0.654635234,0.646252445,0.513655651,0.569324816,0.601377176,0.636932963,0.533012618,0.680111771,0.555657112,0.616807792,0.703678707,0.626812626,0.668130677
0.922091496,0.971880783,0.467705103,0.795772969,0.790439027,0.81876778,0.848554482,0.663886876,0.834577087,0.570239259,0.895920685,0.728425977,0.789251076,0.77967134,0.690795049,0.767725175,0.801835626,0.839875254,0.777094577,0.848882305,0.829920775,0.814845069,0.877939455,0.779651637,0.752308099,0.840364398,0.715057431,0.765120589,0.816449172,0.764475257,0.853044622,0.872360019,0.825514197,0.865589362,0.909586165,0.896254506,0.893480506,0.889312499,0.820200748,0.905664882,0.900142742,0.797282388,0.803796946,0.759030592,0.742432856,0.72877613,0.731688495,0.757715567,0.780760319,0.790577575,0.742606902,0.72170962,0.751350844,0.822881508,0.768906327,0.763286722,0.716986323,0.785573937,0.741986539,0.724678726,0.750454049,0.671889676,0.689978246,0.732342708,0.690476132,0.745283237,0.714267703,0.727629225,0.713570817,0.678837277,0.679203325,0.61341156,0.471202164,0.611007022,0.593187877,0.627217496,0.638433139,0.615277766,0.705745536,0.613552104,0.63606301,0.628373707,0.611418024,0.721135958,0.768325281,0.719128105,0.662692468,0.685443631,0.617524535,0.715889994,0.570759117,0.534634433,0.580823036,0.425363791,0.423502874,0.520171704,0.633981651,0.569897325,0.634598812,0.455060216,0.536272761,0.729226572,0.794230896
0.85906316,0.928761007,0.469117722,0.755472241,0.72995797,0.747777645,0.774848711,0.754322795,0.769954752,0.584587368,0.900918671,0.745789581,0.815958255,0.804369199,0.700160999,0.783210653,0.81620976,0.80066249,0.787863297,0.79192679,0.756714856,0.769299623,0.766967599,0.798723793,0.756462807,0.784160259,0.72287212,0.781678926,0.829034729,0.775969417,0.770997036,0.80107277,0.828847368,0.909586165,0.933549626,0.933549626,0.924672589,0.91837201,0.8599924,0.904760771,0.862378847,0.75887462,0.767634851,0.847067895,0.818330523,0.812029836,0.79786453,0.817177379,0.72906162,0.748496064,0.846748501,0.81874314,0.8351507,0.777132456,0.831791179,0.710331492,0.752630548,0.73947703,0.797633869,0.790235667,0.826548615,0.799503064,0.743314435,0.772185962,0.832489047,0.808068282,0.755681376,0.687374173,0.626544686,0.726323059,0.693743179,0.650660949,0.614380732,0.653551608,0.630920939,0.622758806,0.683500029,0.677662331,0.70232084,0.668012012,0.662813249,0.714105673,0.700870045,0.664254163,0.707700351,0.743343274,0.592427779,0.634729362,0.575764296,0.743983066,0.613269834,0.573339833,0.574806644,0.503427421,0.53304698,0.582000271,0.629434625,0.670387727,0.634468531,0.534423614,0.645661094,0.702842032,0.7274634
0.8596702,0.92063467,0.459190449,0.757544925,0.737368795,0.761756617,0.786576172,0.700580359,0.779140573,0.5602131,0.888784863,0.728591958,0.796140561,0.785277137,0.687308124,0.768163307,0.803299205,0.821018251,0.780544236,0.804174939,0.760210105,0.78372609,0.788528777,0.783396706,0.754467214,0.789578412,0.705357891,0.772341217,0.825795231,0.763320629,0.785241348,0.811048947,0.837140988,0.896254506,0.924672589,0.941133835,0.941133835,0.909671349,0.864904847,0.897714596,0.855642828,0.771884049,0.7825659,0.779504996,0.751774825,0.750813451,0.748574689,0.767613262,0.747064126,0.767437309,0.762909609,0.749716737,0.771568508,0.802585334,0.760061143,0.725366221,0.710046061,0.75475794,0.740681488,0.737557054,0.778926423,0.704059096,0.685908933,0.727147088,0.735450654,0.763159557,0.72299822,0.705036875,0.633196415,0.675106494,0.666625675,0.569585476,0.611700059,0.594840801,0.571666995,0.608340095,0.629114243,0.647952154,0.669485011,0.617660623,0.629693388,0.654117707,0.646603204,0.669453649,0.722332524,0.682065075,0.626998394,0.648977485,0.562776572,0.680569265,0.624047465,0.586484336,0.558073298,0.508350959,0.514495471,0.575203612,0.61834562,0.629354653,0.620688111,0.533254047,0.63721271,0.707302244,0.730159684
