NY_STATION_ID,NAME,SIGMA_ASQ,PHI (A),NUGGET,RMSE,NORTHING,EASTING,DRNAREA,OUTLET_XM,OUTLET_YM,CENTROID_XM,CENTROID_YM,PRECIP05,PRECIP06,PRECIP07,PRECIPSUM,TMAX06,HYDGRP_A,HYDGRP_B,SL_LO,ELEV1200,ANN_RUNF
1350080,Manor Kill at West Conesville near Gilboa. NY,0.015837073,379666.6667,0,0.030373167,4694102.03,554412.33,32.582784,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1350120,Platter Kill at Gilboa. NY,0.013786474,374533.6431,0,0.032864854,4698294.51,549273.78,11.023635,545495,4695005,549273.78,4698294.51,3.969122,3.936376,3.899942,11.479871,72.945554,8.402886,0.9459,170.007914,99.315196,16.92641
1350140,Mine Kill near North Blenheim. NY,0.010803295,303733.3333,0,0.029351905,4699527.26,537639.03,16.343251,543365,4697535,537639.03,4699527.26,4.110362,4.03124,4.01222,11.698563,72.986504,1.225412,0.779309,117.962131,98.829756,21.81408
1360640,Valatie Kill near Nassau. NY,0.014127455,303733.3333,0,0.061084416,4715159.36,619396.1,9.494714,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1361000,Kinderhook Creek at Rossman. NY,0.014833243,379666.691,0,0.045815855,4704382.54,623320.07,326.556682,603465,4687285,623320.07,4704382.54,4.513933,4.127012,4.167398,12.880792,75.554312,11.72191,6.362004,11.860428,26.336468,17.95025
13621955,Birch Creek at Big Indian. NY,0.019597498,379666.6667,0,0.028453603,4665329.72,544026.3,12.49058,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1362200,Esopus Creek at Allaben. NY,0.016313179,303733.3333,0,0.030280911,4661193,546424.88,63.629041,551245,4662955,546424.88,4661193,4.826835,4.557858,4.454535,12.982987,70.5434,3.565962,2.240624,48.446273,97.922169,33.59098
1362342,Hollow Tree Brook at Lanesville. NY,0.028545791,434228.6873,0,0.027309597,4667379.19,561178.41,1.943287,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1362370,Stony Clove Creek below Ox Clove at Chichester. NY,0.02464124,395613.7404,0,0.02560384,4664479.82,561783.18,30.954085,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1362497,Little Beaver Kill at Beechford near Mt. Tremper. NY,0.018487367,379666.6667,0,0.029643731,4653065.02,565837.33,16.660773,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1363382,Bush Kill below Maltby Hollow Brook at West Shokan. NY,0.022425546,379666.6667,0,0.023531092,4645263.74,556041.95,17.013435,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1365000,Rondout Creek near Lowes Corners. NY,0.015941037,336312.4136,0,0.035639943,4640626.44,547746.41,38.461724,542585,4635055,547746.41,4640626.44,5.219343,4.902972,4.790228,14.241168,70.847384,0.937621,3.10964,60.409122,95.481383,33.55011
1365500,Chestnut Creek at Grahamsville. NY,0.014646802,309421.5319,0,0.038020475,4632899.02,536249.71,21.175636,538255,4632675,536249.71,4632899.02,4.845374,4.617433,4.627386,13.670618,73.955498,4.385794,12.18496,122.293243,80.95654,26.44473
1367800,Papakating Creek at Pellettown NJ,0.016483937,340820.1733,0,0.03259415,4557771.94,525158.2,15.759909,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1372500,Wappinger Creek near Wappingers Falls. NY,0.01847037,379666.6688,0,0.040424125,4632191.27,603550.71,182.981491,593875,4611865,603550.71,4632191.27,4.470878,3.969181,4.404791,12.437661,78.292202,9.700853,38.80142,6.233605,0.344311,19.44164
137449480,East Branch Croton River near Putnam Lake. NY,0.015810558,379666.6667,0,0.030824502,4595819.06,618472.41,62.391463,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1374559,West Branch Croton River at Richardsville. NY,0.016353403,379666.6667,0,0.029756349,4593278.71,601586.38,11.004134,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1374598,Horse Pound Brook near Lake Carmel. NY,0.017269101,379666.6667,0,0.029569899,4594453.2,608762.11,3.90256,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
1374890,Cross River near Cross River. NY,0.016099061,379666.6667,0,0.029618376,4570163.2,620334.43,17.073673,633385,4644615,4650400.35,629057.95,4.629264,4.190551,4.542803,13.422378,75.37352,4.904682,31.19255,9.219028,37.966453,23.37874
